137.799716 60.014624 25.7678519289
137.846768 60.040208 10.4215136456
137.949797 60.012023 19.9143454719
137.867672 59.982954 41.5647655882
137.829517 60.03306 13.5702014469
137.847328 60.066354 23.6819527532
137.793094 60.031419 20.1039683714
137.698429 60.049859 36.7094072566
137.988097 60.043216 14.6195172874
137.760775 60.001069 37.6756635291
137.912109 59.98711 37.6776562405
137.903214 60.071148 25.3919497665
138.019203 60.103998 53.9100655538
137.976241 60.067069 25.4722173353
137.96257 60.048748 13.0135015847
137.961582 60.044188 10.4095949747
137.95441 60.062911 21.0433883388
137.9544 60.101469 49.0260079478
137.78292 60.02758 23.0222125081
137.774552 59.997801 38.0370324158
137.920906 60.026537 8.41814801105
137.877984 60.024657 11.0950666179
137.845147 60.024817 14.6549452064
137.830507 60.028445 14.8877601465
137.87269 60.035393 6.24064170186
138.030397 59.96032 60.7526279972
137.989398 59.966563 54.4574741492
137.955215 60.025347 11.9225677032
137.888544 60.059867 17.0681827355
137.797775 60.092672 44.9609171533
137.711284 60.075844 43.703447615
137.908718 60.014211 17.2745999136
137.929695 60.016261 16.181636492
137.899711 60.018904 13.9094309934
137.869161 60.036559 6.78018960399
137.848195 60.039838 10.3882445811
137.846832 60.050339 13.9706522653
137.971573 60.059211 20.0538547672
137.94689 60.052176 13.1001052071
137.776185 60.045541 22.9438626081
137.754421 60.040519 25.8963382766
137.600796 60.031093 52.4563487218
137.86536 60.022791 13.3241741326
137.861788 60.042644 8.94922849302
137.914928 60.049559 9.25500520506
137.916077 60.049566 9.25500520506
137.907468 60.049524 9.15746596355
137.857825 60.054655 15.4305808675
137.876524 60.044881 7.61735235566
137.90589 60.025793 8.76296543675
137.830289 60.051231 16.488269203
137.852392 59.999 30.5618672564
138.043997 60.027718 23.9471913852
138.01126 59.992037 37.6528751372
137.998951 60.017893 20.7643170712
137.991348 60.031798 14.3116238947
137.985212 60.046889 15.0865542744
137.972327 60.036149 10.9905450795
137.961346 60.03549 8.93360794362
137.955611 60.027491 10.9038628553
137.95224 60.034799 7.61788832493
137.943758 60.031238 7.45586624081
137.937009 60.038727 4.75323095858
137.82111 60.054136 18.8664875873
137.809624 60.038581 16.6485940327
137.796915 60.033663 19.0560471309
137.757566 60.01073 33.1765748948
137.752815 60.029596 27.3828371078
137.784929 60.048725 22.3355569009
137.8832 60.027401 8.91719268841
137.868627 60.047627 10.0745317598
137.911255 60.04928 8.97100451764
137.885949 60.053191 12.3781018033
137.888658 60.021732 12.1818881507
137.876428 60.019745 14.3033578207
137.870165 60.032833 7.6023569124
137.951551 60.056144 16.1933631762
137.945759 60.058894 17.4924526769
137.926632 60.167281 97.5939607445
137.922279 59.999791 28.1427678874
137.868186 59.991617 35.2107351961
137.855634 59.971655 50.4026614513
137.853143 59.993789 34.3416516517
137.84595 59.996357 32.7819201417
137.897871 60.041278 3.36460335391
137.893408 60.041106 3.61502226537
137.90715 60.044614 5.41435478571
137.92385 60.030561 5.51075270634
137.902313 60.0304 5.34447792388
137.913842 60.032808 3.4658994338
137.887163 60.038489 3.96062278692
137.910838 60.030972 4.79122719088
137.886671 60.030369 6.59757824901
137.89425 60.032056 4.73306993386
137.896667 60.038014 1.8075056732
137.911892 60.035408 1.48941456504
137.921233 60.032817 4.09231525411
137.892975 60.031814 4.9116476337
137.879367 60.041983 5.72269684571
137.903133 60.027281 7.60276592972
137.914433 60.029758 5.68946864035
137.904421 60.031297 4.60516038935
137.919342 60.035922 2.02735512282
137.896617 60.038 1.8075056732
137.901096 60.042575 4.0649398756
137.838831 60.000606 30.1972693813
