 -133.406  126.000   85.000   60.104   66.000     .201    1.000   93.261   27.000      1.283
 -143.769  113.000   87.000   61.518   85.000     .349    2.000  130.212   27.000      1.084
 -137.034  149.000   98.000   69.296   88.000     .584    3.000  164.118   26.000       .977
 -139.643  146.000   33.000   23.335   85.000     .744    4.000  210.738   28.000      6.269
 -148.235  218.000   34.000   24.042  104.000     .836    5.000  342.350   28.000     31.205
