           0.000           0.000           0.000           0.000           0.000           0.000         121.000         181.000       10000.000      -10000.000           1.000         121.000
           0.000           0.000           0.000           0.000           0.000           0.000         121.000         181.000       10000.000      -10000.000           1.000          91.000
