#from Haliday+2006

418	00 43 05.39	+41 19 28.2	-355.7 	4.6 	5.17
419	00 43 05.70	+41 18 13.6	-525.1 	4.6 	4.52
420	00 43 05.91	+41 19 15.7	-252.2 	4.6 	5.12
421	00 43 06.01	+41 18 28.2 	31.4 	4.6 	4.69
422	00 43 06.13	+41 20 03.3 	-48.0 	4.6 	5.66
423	00 43 06.15	+41 20 19.4	-263.5 	6.4 	5.86
424	00 43 06.22	+41 30 19.4	-221.3	11.6	14.76
425	00 43 06.40	+41 17 50.5	-302.5 	6.4 	4.48
426	00 43 06.62	+41 18 37.5 	-80.0 	4.6 	4.87
427	00 43 07.05	+41 24 56.0	-112.7 	3.3 	9.77
428	00 43 07.30	+41 19 21.8	-338.2 	4.6 	5.39
429	00 43 07.89	+41 15 47.1 	-34.9 	4.6 	4.44
430	00 43 07.94	+41 15 37.5 	-99.3 	6.4 	4.47
431	00 43 08.15	+41 17 42.0	-334.2 	6.4 	4.74
432	00 43 08.80	+41 20 00.7	-366.3 	4.6 	6.01
433	00 43 09.05	+41 18 43.8	-431.8 	4.6 	5.32
434	00 43 09.48	+41 15 53.0	-218.1 	3.3 	4.73
435	00 43 09.78	+41 26 51.9	-107.9 	3.3	11.74
436	00 43 09.86	+41 27 07.1	-320.3	13.5	11.98
437	00 43 10.51	+42 11 33.2	-291.2	13.5	55.62
438	00 43 10.82	+41 25 40.3 	-94.5 	3.1	10.75
439	00 43 10.78	+41 19 53.5	-107.4 	4.6 	6.22
440	00 43 11.58	+42 07 12.7	-209.1 	5.3	51.32
441	00 43 12.36	+41 25 26.0 	-60.5 	4.6	10.68
442	00 43 12.41	+41 12 43.5	-343.3 	8.2 	6.29
443	00 43 12.43	+41 23 46.7	-288.2 	4.5 	9.28
444	00 43 12.53	+41 21 16.7	-140.3 	4.6 	7.38
445	00 43 12.89	+41 16 43.4	-224.4 	3.7 	5.40
446	00 43 12.93	+41 18 49.3	-125.4 	4.6 	6.00
447	00 43 13.22	+41 24 22.2 	-68.4 	4.6 	9.85
448	00 43 13.73	+40 52 32.2	-407.8 	6.0	24.25
449	00 43 14.12	+41 21 12.6	-309.1 	4.4 	7.55
450	00 43 14.37	+41 21 59.9	-343.7 	4.6 	8.13
451	00 43 15.21	+41 04 21.3	-389.1	13.5	13.14
452	00 43 15.32	+41 18 27.9	-573.5 	4.6 	6.27
453	00 43 15.65	+41 18 00.7	-371.5 	4.6 	6.17
454	00 43 15.79	+41 19 25.8	-108.9 	4.6 	6.76
455	00 43 16.22	+41 27 04.5 	-96.9 	2.5	12.46
456	00 43 16.65	+41 19 46.1	-146.1 	6.4 	7.07
457	00 43 16.71	+41 26 27.6	-194.3 	4.6	11.97
458	00 43 16.72	+41 22 26.2 	-43.9 	4.6 	8.75
459	00 43 17.24	+41 19 33.1 	-78.7 	4.6 	7.06
460	00 43 17.98	+41 19 43.2 	-79.2 	4.6 	7.26
461	00 43 17.99	+41 21 34.5	-245.2 	3.3 	8.34
462	00 43 18.00	+41 45 46.4	-232.8 	6.0	30.29
463	00 43 18.13	+41 19 34.9	-288.1 	4.6 	7.22
464	00 43 18.26	+41 43 35.3	-228.0 	6.0	28.17
465	00 43 18.68	+41 15 39.5 	-88.6 	2.6 	6.47
466	00 43 19.21	+41 12 12.9	-295.9	13.5 	7.64
467	00 43 19.41	+41 17 45.8 	12.2 	4.6 	6.79
468	00 43 19.85	+41 02 33.9	-418.9 	6.0	15.13
469	00 43 20.61	+40 55 32.3	-310.9 	6.0	21.71
470	00 43 20.66	+40 57 44.0	-518.8 	6.0	19.64
471	00 43 20.85	+41 17 51.4	-322.4 	2.7 	7.07
472	00 43 21.34	+41 05 28.7	-375.8 	6.0	12.74
473	00 43 23.43	+41 23 51.3	-304.0 	4.6	10.65
474	00 43 23.54	+41 53 36.0	-300.6 	6.0	38.17
475	00 43 23.64	+41 36 11.2	-188.9	13.5	21.36
476	00 43 23.70	+41 50 18.7	-207.7 	6.0	34.95
477	00 43 24.31	+41 24 37.4 	-55.3 	4.6	11.33
478	00 43 24.31	+41 23 16.0 	-85.4 	4.6	10.35
479	00 43 24.57	+41 23 44.1 	6.9 	4.6	10.71
480	00 43 24.69	+41 20 24.4	-297.8 	6.4 	8.70
481	00 43 24.78	+41 24 48.5	-121.2 	4.6	11.52
482	00 43 25.82	+41 22 40.7	-302.9 	4.6	10.17
483	00 43 26.16	+41 25 54.0	-105.7 	6.4	12.52
484	00 43 26.19	+41 29 37.3 	-51.8 	8.2	15.60
485	00 43 26.43	+41 06 42.3	-343.4	13.5	12.32
486	00 43 26.59	+41 20 26.3	-231.3 	4.6 	9.03
487	00 43 27.07	+41 10 28.2	-260.8 	8.2 	9.84
488	00 43 27.24	+42 04 45.6	-201.3 	4.8	49.27
489	00 43 28.48	+41 20 17.8	-261.2 	9.9 	9.28
490	00 43 28.49	+41 51 55.3	-149.5 	6.0	36.72
491	00 43 28.80	+42 11 06.4	-124.8	11.6	55.59
492	00 43 32.36	+41 58 42.4	-611.7 	6.0	43.50
493	00 43 32.67	+41 26 16.8	-177.0 	4.6	13.60
494	00 43 32.82	+41 54 09.9	-333.4 	6.0	39.09
495	00 43 33.16	+41 52 45.5	-244.2 	6.0	37.74
496	00 43 33.37	+41 27 50.0	-165.8 	6.4	14.88
497	00 43 35.41	+41 22 30.0 	-90.2 	4.6	11.51
498	00 43 36.30	+41 42 57.0	-125.0 	8.2	28.52
499	00 43 36.60	+41 49 42.8	-227.6 	6.0	34.97
500	00 43 36.81	+41 03 32.6	-279.4 	8.2	16.01
501	00 43 36.84	+40 37 38.0	-323.2 	4.2	39.76
502	00 43 37.22	+41 31 04.7	-658.0 	6.0	17.93
503	00 43 37.27	+41 22 38.0	-263.5 	3.3	11.87
504	00 43 37.35	+41 14 30.0	-253.3 	8.2	10.10
505	00 43 37.90	+41 27 38.9	-113.8 	3.3	15.28
506	00 43 38.03	+41 24 33.7	-166.1 	3.3	13.13
507	00 43 38.27	+41 24 05.5	-242.6 	4.6	12.87
508	00 43 38.71	+41 49 31.0	-191.6 	8.2	34.89
509	00 43 39.26	+41 26 29.8	-132.7 	3.7	14.61
510	00 43 39.34	+41 26 53.4	-212.9 	4.6	14.90
511	00 43 39.40	+41 22 57.6 	-64.5 	4.6	12.39
512	00 43 40.12	+41 35 04.6	-168.2 	9.9	21.63
513	00 43 40.61	+41 23 30.1	-167.9 	4.6	12.88
514	00 43 41.37	+41 18 11.5	-276.3 	6.0	10.91
515	00 43 41.74	+41 28 02.8	-191.1 	4.6	16.05
516	00 43 42.47	+41 22 47.1	-395.5 	4.6	12.78
517	00 43 43.28	+41 09 30.9	-348.3 	8.2	12.92
518	00 43 43.39	+41 27 31.0 	-4.6 	4.6	15.88
519	00 43 43.94	+41 11 36.5	-303.3	11.6	12.09
520	00 43 44.52	+40 59 59.4	-279.7 	6.0	19.73
521	00 43 44.99	+41 27 14.5	-171.8 	4.6	15.90
522	00 43 45.18	+41 35 17.9	-558.6	13.5	22.30
523	00 43 45.23	+41 23 55.3	-145.4 	4.6	13.83
524	00 43 47.43	+40 47 19.0	-466.7 	6.0	31.19
525	00 43 48.20	+41 31 26.3 	6.9 	6.0	19.43
526	00 43 49.67	+41 38 07.5	-538.9	13.5	25.16
527	00 43 49.72	+41 27 58.4 	-13.0 	4.6	17.04
528	00 43 51.05	+41 58 24.6 	-68.7 	6.0	44.07
529	00 43 52.63	+40 57 38.8	-402.6 	6.0	22.53
530	00 43 53.08	+40 55 09.9	-405.8 	6.0	24.65
531	00 43 54.17	+42 02 39.0	-231.0 	6.0	48.30
532	00 43 54.74	+41 35 02.3 	-91.8	13.5	23.05
533	00 43 54.89	+41 45 39.2	-230.2 	6.0	32.33
534	00 43 54.93	+41 43 51.7	-499.2 	6.0	30.71
535	00 43 55.05	+41 26 04.9	-155.1 	4.6	16.58
536	00 43 58.21	+41 30 44.9 	-6.8 	6.4	20.13
537	00 43 58.63	+41 27 18.5	-126.9 	4.4	17.86
538	00 43 58.85	+41 11 30.1	-247.3 	8.2	14.76
539	00 43 59.45	+41 16 47.4 	-30.5 	6.0	14.13
540	00 43 59.92	+41 15 35.2	-255.5 	6.0	14.22
541	00 43 59.95	+41 50 56.8 	-40.1 	6.0	37.57
542	00 44 00.34	+41 43 56.8	-116.3 	6.0	31.24
543	00 44 01.35	+41 47 08.2	-181.0 	6.0	34.18
544	00 44 02.48	+41 28 03.1 	-40.3 	6.4	18.89
545	00 44 02.86	+41 31 16.7	-100.2 	3.3	21.12
546	00 44 03.89	+41 36 52.3 	-35.9 	8.2	25.54
547	00 44 06.70	+41 28 05.4 	-72.9 	6.4	19.53
548	00 44 07.18	+41 25 31.3	-152.1 	6.4	18.16
549	00 44 07.51	+41 10 09.3	-272.2 	8.2	16.75
550	00 44 07.68	+41 30 40.3	-149.1 	6.4	21.34
551	00 44 08.13	+41 31 18.7	-187.4 	4.6	21.84
552	00 44 08.83	+41 15 20.4	-223.3 	8.2	15.90
553	00 44 09.52	+41 27 11.6	-124.5 	4.4	19.43
554	00 44 09.93	+42 06 40.1	-106.1 	4.8	52.99
555	00 44 10.84	+41 56 29.4 	-68.4 	6.0	43.47
556	00 44 11.27	+41 34 24.3	-107.1 	8.2	24.48
557	00 44 11.42	+41 01 01.8	-349.3 	4.2	22.30
558	00 44 11.94	+41 13 59.8	-234.9 	6.0	16.61
559	00 44 12.01	+41 54 11.2	-149.4 	6.0	41.43
560	00 44 12.15	+41 39 49.1	-620.8	11.6	28.83
561	00 44 12.48	+41 44 19.4	-198.8 	6.0	32.66
562	00 44 13.15	+41 30 09.5	-314.9 	4.6	21.77
563	00 44 13.48	+41 31 53.8 	-21.9 	6.0	22.97
564	00 44 15.46	+41 27 15.1	-177.9 	8.2	20.39
565	00 44 15.71	+41 34 21.2	-131.9	11.6	25.00
566	00 44 16.17	+41 31 18.4	-101.4 	6.4	22.95
567	00 44 16.23	+41 57 03.1	-225.1 	6.0	44.37
568	00 44 16.29	+41 42 22.3	-136.5 	8.2	31.38
569	00 44 17.03	+41 29 48.1 	-48.2 	4.6	22.11
570	00 44 17.68	+41 33 42.5	-147.8 	4.6	24.80
571	00 44 19.33	+41 46 09.0 	-82.5 	6.0	34.88
572	00 44 19.65	+41 30 20.7	-209.6	13.3	22.83
573	00 44 20.37	+40 49 04.7	-277.6 	6.0	32.56
574	00 44 20.88	+41 24 26.8	-201.9 	6.0	19.94
575	00 44 22.38	+41 35 51.5 	-4.9 	6.0	26.95
576	00 44 23.35	+41 53 35.7	-114.7 	6.0	41.78
577	00 44 23.60	+41 40 49.1 	1.4 	8.2	30.90
578	00 44 23.70	+41 25 51.7	-275.4 	8.2	21.03
579	00 44 24.08	+41 55 26.5	-154.6 	8.2	43.50
580	00 44 24.41	+41 29 46.4	-102.5 	4.6	23.20
581	00 44 24.95	+41 38 30.5	-181.6 	6.0	29.25
582	00 44 24.96	+41 31 45.7 	-72.9 	4.6	24.50
583	00 44 25.12	+41 42 45.3 	-88.3 	6.0	32.63
584	00 44 25.42	+41 29 52.9	-136.1 	4.6	23.42
585	00 44 25.63	+41 26 40.4	-331.3 	6.0	21.73
586	00 44 25.75	+41 59 56.9	-161.6 	6.0	47.73
587	00 44 25.96	+42 02 01.8	-157.7 	6.0	49.66
588	00 44 26.06	+41 52 07.4	-137.4	11.6	40.70
589	00 44 26.33	+41 33 15.0	-117.6 	3.7	25.66
590	00 44 27.55	+41 22 28.6	-254.9 	6.0	20.39
591	00 44 28.32	+41 23 17.5	-366.8 	6.0	20.79
592	00 44 28.79	+41 56 59.6	-122.9 	8.2	45.28
593	00 44 29.82	+41 32 45.1	-195.5 	4.6	25.83
594	00 44 30.18	+41 32 35.7	-203.6 	6.4	25.78
595	00 44 30.49	+42 08 55.1 	-90.1 	4.2	56.37
596	00 44 30.97	+41 33 41.7 	-78.2 	4.0	26.61
597	00 44 31.43	+41 21 31.2	-249.3 	6.0	20.82
598	00 44 32.19	+41 25 47.1	-120.5 	6.0	22.42
599	00 44 32.44	+41 46 37.8 	-12.5 	6.0	36.59
600	00 44 34.56	+41 33 29.4	-161.8 	4.6	26.98
601	00 44 34.66	+41 29 16.8	-185.0 	6.0	24.52
602	00 44 35.12	+41 08 04.7	-336.3	13.5	22.35
603	00 44 35.60	+41 56 06.9	-105.4 	6.0	45.06
604	00 44 37.56	+41 50 43.7	-154.7 	6.0	40.56
605	00 44 38.25	+41 43 53.9	-138.6 	8.2	35.01
606	00 44 38.57	+41 53 02.2	-153.4 	6.0	42.63
607	00 44 38.82	+41 31 31.3	-153.7 	4.6	26.41
608	00 44 40.98	+41 37 06.7	-177.3 	5.5	30.29
609	00 44 41.71	+41 32 04.1	-206.2 	2.3	27.17
610	00 44 42.22	+41 08 01.4	-255.9 	6.0	23.62
611	00 44 42.76	+40 40 05.5	-386.6 	4.2	42.42
612	00 44 43.79	+41 14 27.8	-320.6 	4.2	22.52
613	00 44 44.61	+41 47 05.8	-383.4 	6.0	38.27
614	00 44 45.03	+41 41 56.3 	-59.2 	6.0	34.30
615	00 44 45.24	+41 31 49.6	-190.7 	4.6	27.57
616	00 44 48.49	+41 48 17.7	-150.5 	6.0	39.67
617	00 44 49.77	+41 39 16.2	-153.3 	5.8	32.97
618	00 44 50.13	+41 31 07.9	-118.5 	4.6	27.95
619	00 44 50.32	+41 31 50.9	-159.3 	2.7	28.37
620	00 44 52.26	+42 11 57.5 	-41.6 	6.0	60.70
621	00 44 52.77	+41 49 44.2	-191.3 	6.0	41.30
622	00 44 53.09	+41 15 58.1	-226.4 	8.2	24.20
623	00 44 53.63	+41 53 25.3	-120.1 	6.0	44.43
624	00 44 53.80	+41 42 23.0 	-74.8 	6.0	35.73
625	00 44 54.06	+41 35 08.8	-238.9 	6.0	30.86
626	00 44 54.41	+40 52 45.2	-463.7 	4.2	33.88
627	00 44 54.70	+41 53 05.5 	18.3 	6.0	44.27
628	00 44 54.71	+42 00 37.4	-689.6	13.5	50.71
629	00 44 54.99	+41 09 52.8	-330.2 	4.2	25.36
630	00 44 55.97	+41 23 24.1	-233.2 	9.9	25.76
631	00 44 56.30	+41 20 25.2	-298.2 	4.2	25.15
632	00 44 56.94	+41 54 29.5 	-74.6 	6.0	45.67
633	00 44 57.06	+41 26 16.9	-170.2 	8.2	26.89
634	00 44 57.42	+41 45 57.9	-170.7 	6.0	38.86
635	00 44 59.86	+42 07 44.7	-194.3 	6.0	57.47
636	00 45 02.95	+41 25 27.6	-258.5 	6.0	27.64
637	00 45 03.26	+41 35 52.0 	-96.7 	6.0	32.67
638	00 45 03.37	+41 58 16.7	-126.7 	6.0	49.50
639	00 45 03.51	+41 59 49.5	-207.6 	8.2	50.84
640	00 45 03.72	+41 32 38.5	-152.6 	8.2	30.91
641	00 45 04.01	+41 46 07.2	-101.7 	6.0	39.78
642	00 45 05.06	+41 12 52.1	-215.7 	4.2	26.66
643	00 45 05.30	+41 09 38.2	-291.1 	6.0	27.30
644	00 45 06.08	+41 36 16.3	-126.7 	6.0	33.33
645	00 45 06.68	+41 23 35.5	-204.6 	6.0	27.74
646	00 45 06.82	+40 32 10.5	-272.4 	4.2	51.55
647	00 45 07.14	+40 39 33.3	-284.0 	4.2	45.45
648	00 45 07.34	+41 25 28.6	-189.8 	9.9	28.42
649	00 45 09.47	+41 34 30.2	-138.1 	6.0	32.82
650	00 45 11.72	+41 47 39.6	-135.6 	6.0	41.88
651	00 45 12.50	+41 47 45.0 	-92.5 	6.0	42.05
652	00 45 14.34	+42 11 56.8	-138.7 	8.2	62.43
653	00 45 14.45	+41 39 03.1	-105.5 	6.0	36.28
654	00 45 15.08	+42 05 58.6 	-6.2 	6.0	57.23
655	00 45 16.26	+41 18 14.1	-286.9 	6.0	28.62
656	00 45 17.07	+41 49 53.7 	-83.1 	6.0	44.22
657	00 45 17.73	+42 02 26.7	-115.1 	8.2	54.45
658	00 45 17.93	+41 56 49.2	-226.3 	6.0	49.79
659	00 45 18.96	+42 12 44.7	-185.0 	8.2	63.53
660	00 45 21.07	+41 52 07.8 	-44.8 	6.0	46.42
661	00 45 21.53	+41 25 57.2	-189.4 	6.0	31.09
662	00 45 23.00	+42 00 38.7	-155.6 	8.2	53.47
663	00 45 23.64	+41 35 50.5	-167.0 	6.0	35.77
664	00 45 24.28	+41 52 00.1 	-70.1 	6.0	46.70
665	00 45 24.85	+41 47 31.4 	-95.6 	6.0	43.44
666	00 45 25.48	+42 14 10.6	-146.9	13.5	65.35
667	00 45 26.65	+42 08 33.8	-548.8 	8.2	60.54
668	00 45 26.97	+41 32 09.3 	-87.9 	6.0	34.45
669	00 45 27.00	+41 30 13.3	-235.7 	6.0	33.60
670	00 45 27.07	+41 41 17.9	-127.0 	6.0	39.52
671	00 45 27.68	+41 55 40.5	-137.9 	6.0	49.95
672	00 45 28.10	+41 34 34.5	-187.8 	8.2	35.81
673	00 45 29.07	+41 55 47.7	-218.8 	6.0	50.21
674	00 45 31.55	+42 08 38.6	-279.3 	6.0	61.07
675	00 45 32.80	+40 53 36.6	-157.5 	6.0	38.93
676	00 45 35.33	+40 59 56.7	-214.4 	6.0	36.04
677	00 45 36.85	+41 47 20.4 	-70.0 	6.0	44.90
678	00 45 38.44	+42 00 24.3	-126.9 	8.2	54.93
679	00 45 38.65	+41 40 36.8	-220.4	11.6	40.80
680	00 45 41.57	+41 43 06.4	-210.2 	6.0	42.76
681	00 45 42.30	+41 44 28.9	-183.9 	6.0	43.74
682	00 45 42.67	+41 52 07.6	-554.5 	6.0	49.07
683	00 45 42.94	+41 58 19.8 	6.4 	6.0	53.79
684	00 45 43.61	+42 09 24.6	-352.1 	5.3	62.90
685	00 45 43.98	+41 22 40.3	-325.1 	4.2	34.36
686	00 45 44.85	+41 24 29.5	-142.1 	6.0	34.90
687	00 45 45.87	+41 49 44.2	-216.3 	6.0	47.77
688	00 45 46.03	+42 03 33.7	-121.0 	6.0	58.31
689	00 45 46.22	+41 59 42.3 	-98.3 	8.2	55.25
690	00 45 47.63	+41 25 22.6	-245.0 	9.9	35.62
691	00 45 47.67	+41 09 17.4	-117.3	13.5	35.16
692	00 45 49.08	+41 59 38.2	-122.3 	6.0	55.53
693	00 45 49.19	+41 36 44.1	-166.4	11.6	40.30
694	00 45 52.14	+42 04 05.2 	-1.9 	9.9	59.40
695	00 45 52.42	+42 02 13.0	-123.9 	6.0	57.94
696	00 45 53.36	+42 08 50.4 	-66.0	11.6	63.41
697	00 45 53.79	+41 35 34.7	-119.3 	4.2	40.48
698	00 45 56.03	+41 43 16.4	-183.9 	6.0	45.00
699	00 45 56.20	+41 12 14.4	-213.9 	8.2	36.28
700	00 45 57.21	+42 07 45.8 	-92.0 	8.2	62.93
701	00 46 00.28	+41 45 46.8	-103.1 	6.0	47.16
702	00 46 00.58	+41 39 25.9	-144.9 	6.0	43.52
703	00 46 01.89	+41 49 47.1 	-70.5 	6.0	49.98
704	00 46 02.01	+41 31 40.5	-123.8 	4.8	40.19
705	00 46 04.87	+41 56 38.0	-117.0 	6.0	55.18
706	00 46 06.22	+42 07 00.8 	-86.3 	8.2	63.31
707	00 46 07.30	+41 48 08.8	-134.3 	6.0	49.67
708	00 46 08.10	+41 51 00.0	-104.3 	6.0	51.65
709	00 46 08.44	+42 11 31.5 	-81.0 	6.0	67.21
710	00 46 09.31	+41 55 44.4 	-47.5 	6.0	55.10
711	00 46 15.77	+42 09 20.8 	-80.0	13.5	66.24
712	00 46 15.93	+42 05 35.8	-142.7 	6.0	63.29
713	00 46 18.30	+41 31 09.8	-174.9 	4.2	42.85
714	00 46 18.33	+41 52 22.5	-140.2 	6.0	53.99
715	00 46 19.13	+41 49 42.6	-103.3 	8.2	52.36
716	00 46 26.23	+41 55 39.2	-135.2 	8.2	57.29
717	00 46 31.62	+41 12 57.1	-220.9	13.5	42.85
718	00 46 32.41	+42 03 42.1 	10.7 	5.8	63.84
719	00 46 35.00	+41 12 29.1	-236.3 	6.0	43.52
720	00 46 40.29	+41 45 46.0	-134.4 	8.2	53.18
721	00 46 41.49	+42 11 57.4 	-60.8	13.5	71.22
