   139.08880615234375        1.00000000       107.92885589599609        28.418136972412217        138.82554626464844        1.00000000    
   228.55940246582031        2.00000000       175.01899719238281        139.08880615234375        224.85583496093750        1.00000000    
   370.18975830078125        3.00000000       289.28591918945312        225.20510864257812        364.80484008789062        1.00000000    
   868.40924072265625        4.00000000       479.78598022460938        366.59884643554688        748.74279785156250        1.00000000    
   138.82554626464844        1.00000000       106.65177917480469        28.418136972412217        137.06204223632812        2.00000000    
   234.81566517634189        2.00000000       172.92405700683594        138.43272399902344        224.43884277343750        2.00000000    
   370.68096923828125        3.00000000       286.72552490234375        224.85583496093750        363.46453857421875        2.00000000    
   868.40924072265625        4.00000000       471.01654052734375        364.80484008789062        738.68377685546875        2.00000000    
   140.56851792563256        1.00000000       108.03019714355469        28.418136972412217        139.08880006667027        3.00000000    
   237.75361633300781        2.00000000       178.69261169433594        140.56851792563256        228.55940246582031        3.00000000    
   371.87375107011184        3.00000000       290.63740284514091        234.81566517634189        367.50955200195312        3.00000000    
   868.40924072265625        4.00000000       480.04531860351562        368.65023803710938        745.56500244140625        3.00000000    
   140.73248435575917        1.00000000       108.03019714355469        28.418136972412217        139.08880006667027        4.00000000    
   237.75361633300781        2.00000000       178.69261169433594        140.56851792563256        228.55940246582031        4.00000000    
   371.87375107011184        3.00000000       290.63740284514091        234.81566517634189        367.50955200195312        4.00000000    
   868.40924072265625        4.00000000       480.04531860351562        368.65023803710938        745.56500244140625        4.00000000    
   141.12499737770267        1.00000000       108.53919982910156        50.966326880763383        140.73248435575917        5.00000000    
   238.00738129212755        2.00000000       182.00617980957031        141.12499737770267        234.81566517634189        5.00000000    
   372.79852476016509        3.00000000       291.47882080078125        236.53340349676640        368.65023803710938        5.00000000    
   868.40924072265625        4.00000000       480.04531860351562        370.18975830078125        745.56500244140625        5.00000000    
   140.73248435575917        1.00000000       108.03019714355469        50.966326880763383        139.08880006667027        6.00000000    
   237.75361633300781        2.00000000       178.69261169433594        140.56851792563256        228.55940246582031        6.00000000    
   372.79852476016509        3.00000000       290.63740284514091        234.81566517634189        370.18975830078125        6.00000000    
   868.40924072265625        4.00000000       485.88674926757812        370.68096923828125        748.74279785156250        6.00000000    
