B87    190.9755209 +11.5181095 22.913  0.016 21.552  0.016  1.361  0.023
B89    190.9316888 +11.5182592 22.840  0.016 21.607  0.018  1.233  0.024
B90    190.9557614 +11.5243034 22.919  0.019 21.675  0.020  1.243  0.027
B92    190.9453578 +11.5032479 22.920  0.016 21.672  0.018  1.248  0.024
B94    190.9356716 +11.5393605 22.632  0.015 21.685  0.021  0.946  0.026
B95    190.9305125 +11.5326371 22.846  0.016 21.704  0.021  1.142  0.027
B98    190.9292682 +11.5019667 23.086  0.018 21.742  0.018  1.344  0.025
B100   190.9365609 +11.5444722 23.133  0.020 21.741  0.021  1.392  0.029
B101   190.9442171 +11.5429841 22.868  0.016 21.733  0.020  1.135  0.025
B105   190.9478604 +11.5366949 22.393  0.014 21.415  0.016  0.978  0.021
B107   190.9311973 +11.4996627 22.703  0.015 21.780  0.018  0.923  0.023
B108   190.9429459 +11.5200110 23.407  0.020 21.794  0.018  1.612  0.027
B110   190.9325659 +11.5417056 22.844  0.016 21.842  0.025  1.003  0.030
B111   190.9351293 +11.5415534 23.291  0.022 21.867  0.023  1.424  0.032
B112   190.9462712 +11.5455420 23.392  0.022 21.865  0.021  1.527  0.030
B116   190.9671414 +11.4960822 23.493  0.020 21.935  0.020  1.558  0.028
B117   190.9317724 +11.5400247 22.894  0.014 21.932  0.014  0.990  0.020
B118   190.9878517 +11.5296714 23.339  0.019 21.935  0.020  1.405  0.027
B120   190.9527968 +11.5075534 22.788  0.016 21.924  0.020  0.864  0.025
B121   190.9764260 +11.5292338 23.120  0.018 21.941  0.020  1.178  0.026
B122   190.9390987 +11.5424710 23.599  0.025 21.971  0.025  1.628  0.035
B123   190.9313035 +11.5371029 23.448  0.023 21.759  0.021  1.689  0.031
B124   190.9373998 +11.5438436 22.933  0.018 21.976  0.025  0.958  0.031
B126   190.9571804 +11.4937890 23.142  0.018 21.998  0.020  1.144  0.026
B128   190.9866757 +11.5349296 22.948  0.016 22.013  0.020  0.935  0.025
B131   190.9533668 +11.5000119 23.454  0.020 22.040  0.020  1.414  0.028
B133   190.9334509 +11.5065403 23.151  0.018 22.075  0.021  1.076  0.028
B134   190.9260183 +11.5247602 23.166  0.019 22.089  0.023  1.077  0.030
B135   190.9356438 +11.5332055 23.083  0.019 22.105  0.023  0.978  0.030
B136   190.9311068 +11.5339292 23.195  0.020 22.102  0.025  1.092  0.032
B138   190.9535608 +11.5308183 22.982  0.018 22.095  0.023  0.887  0.029
B140   190.9481163 +11.5439311 23.701  0.026 22.141  0.023  1.559  0.035
B141   190.9378504 +11.5519580 23.668  0.022 22.150  0.020  1.543  0.030
B142   190.9843800 +11.5188574 23.263  0.020 22.125  0.023  1.138  0.031
B143   190.9411696 +11.5416921 23.617  0.025 22.150  0.025  1.467  0.035
B144   190.9374838 +11.5426911 23.777  0.027 22.180  0.029  1.597  0.040
B145   190.9419798 +11.5334695 23.667  0.025 22.148  0.023  1.518  0.034
B146   190.9362339 +11.5507900 23.732  0.018 22.161  0.022  1.538  0.028
B147   190.9333317 +11.5390939 23.779  0.027 22.185  0.029  1.594  0.040
B148   190.9669440 +11.5272051 23.880  0.026 22.193  0.021  1.687  0.034
B149   190.9559288 +11.5290971 23.110  0.018 22.182  0.021  0.929  0.028
B150   190.9831454 +11.5172462 23.112  0.018 22.211  0.021  0.901  0.028
B154   190.9354125 +11.5499156 23.861  0.034 22.251  0.035  1.610  0.049
B155   190.9475082 +11.5202472 23.167  0.019 22.232  0.023  0.935  0.030
B156   190.9227111 +11.5141200 23.182  0.019 22.228  0.023  0.954  0.030
B157   190.9340432 +11.5264001 23.758  0.025 22.264  0.025  1.494  0.035
B158   190.9454096 +11.5432633 23.684  0.026 22.255  0.027  1.428  0.038
B159   190.9517601 +11.5342338 23.434  0.022 22.255  0.025  1.179  0.033
B163   190.9522008 +11.5376790 23.332  0.020 22.281  0.025  1.051  0.032
B164   190.9620980 +11.5044559 23.478  0.022 22.274  0.023  1.204  0.032
B165   190.9356560 +11.5308031 23.113  0.019 22.081  0.023  1.032  0.030
B166   190.9220405 +11.5058975 23.582  0.022 22.316  0.023  1.265  0.032
B167   190.9250890 +11.5002947 23.498  0.020 22.331  0.023  1.166  0.031
B170   190.9289817 +11.5251771 23.097  0.019 22.219  0.025  0.878  0.031
B171   190.9382274 +11.5005941 24.019  0.029 22.376  0.025  1.643  0.038
B172   190.9450249 +11.5346653 23.367  0.020 22.351  0.027  1.016  0.034
B173   190.9493171 +11.5189829 23.556  0.023 22.369  0.025  1.187  0.034
B175   190.9721608 +11.5282784 23.381  0.020 22.410  0.025  0.971  0.032
B179   190.9360511 +11.5427470 23.914  0.030 22.449  0.033  1.464  0.045
B180   190.9831319 +11.5395130 23.299  0.019 22.413  0.023  0.886  0.030
B182   190.9819400 +11.5166220 23.539  0.020 22.453  0.023  1.086  0.031
B184   190.9279592 +11.5217317 23.775  0.025 22.456  0.027  1.319  0.037
B187   190.9856839 +11.5226785 23.326  0.020 22.457  0.025  0.869  0.032
B188   190.9535447 +11.5357630 23.601  0.023 22.333  0.025  1.267  0.034
B189   190.9374583 +11.5320657 23.463  0.022 22.504  0.029  0.959  0.036
B190   190.9290661 +11.5369549 24.111  0.037 22.569  0.034  1.503  0.050
B191   190.9334133 +11.5278871 24.053  0.030 22.510  0.029  1.543  0.042
B195   190.9714673 +11.5045796 23.458  0.020 22.568  0.025  0.890  0.032
B196   190.9771085 +11.5063406 23.432  0.020 22.572  0.025  0.860  0.032
B197   190.9828635 +11.5140811 23.749  0.027 22.574  0.031  1.175  0.041
B198   190.9453712 +11.5099550 23.575  0.023 22.532  0.027  1.042  0.036
B200   190.9299157 +11.5359713 23.810  0.018 22.364  0.019  1.479  0.026
B201   190.9387644 +11.5187881 23.490  0.020 22.601  0.029  0.889  0.035
B203   190.9786956 +11.5077185 23.753  0.023 22.637  0.027  1.116  0.036
B206   190.9569926 +11.5306089 23.614  0.023 22.624  0.029  0.990  0.037
B207   190.9802391 +11.5322348 24.025  0.027 22.668  0.027  1.357  0.039
B208   190.9467626 +11.5418758 23.650  0.025 22.688  0.033  0.962  0.041
B210   190.9657238 +11.5167219 23.497  0.022 22.681  0.027  0.816  0.035
B212   190.9622663 +11.5200417 23.754  0.026 22.718  0.029  1.036  0.039
B213   190.9407024 +11.5404273 24.287  0.038 22.724  0.037  1.563  0.053
B215   190.9334139 +11.5443721 23.589  0.020 22.689  0.024  0.859  0.031
B216   190.9863493 +11.5330557 24.198  0.029 22.773  0.029  1.425  0.041
B217   190.9404352 +11.5260966 23.910  0.027 22.779  0.033  1.131  0.043
B218   190.9573445 +11.5347224 24.268  0.035 22.776  0.033  1.492  0.048
B220   190.9448832 +11.5389234 23.521  0.023 22.604  0.033  0.917  0.040
B221   190.9415262 +11.5393882 23.653  0.025 22.796  0.037  0.857  0.044
B224   190.9668443 +11.5281790 24.037  0.029 22.823  0.033  1.214  0.044
B227   190.9420410 +11.4995674 23.678  0.023 22.834  0.031  0.844  0.039
B228   190.9521757 +11.5049978 23.869  0.027 22.797  0.033  1.072  0.043
B232   190.9743585 +11.5115391 24.158  0.030 22.841  0.033  1.317  0.045
B235   190.9401231 +11.5187494 24.337  0.037 22.829  0.035  1.508  0.051
B237   190.9341229 +11.5469137 23.755  0.023 22.857  0.032  0.871  0.039
B238   190.9415931 +11.5436663 24.364  0.041 22.881  0.045  1.483  0.061
B239   190.9567082 +11.5167352 23.796  0.026 22.906  0.035  0.890  0.044
B242   190.9447301 +11.5133595 24.287  0.037 22.920  0.035  1.366  0.051
B245   190.9592760 +11.5018458 23.825  0.026 22.954  0.033  0.871  0.042
B246   190.9670593 +11.4987879 24.101  0.029 22.996  0.033  1.105  0.044
B247   190.9687161 +11.5188465 24.436  0.037 23.004  0.035  1.431  0.051
B249   190.9301415 +11.5356784 24.417  0.032 23.072  0.030  1.438  0.044
B251   190.9468960 +11.5432895 24.312  0.038 23.051  0.047  1.261  0.061
B253   190.9405756 +11.5386249 24.579  0.047 23.058  0.047  1.521  0.067
B255   190.9758570 +11.5176498 23.874  0.025 23.058  0.035  0.815  0.043
B256   190.9325263 +11.5188710 24.378  0.037 23.066  0.039  1.312  0.054
B257   190.9438354 +11.5296933 23.897  0.027 23.035  0.041  0.862  0.049
B259   190.9546962 +11.5301792 24.565  0.043 23.079  0.041  1.486  0.059
B260   190.9451677 +11.5450681 24.496  0.046 23.075  0.045  1.421  0.064
B262   190.9629610 +11.5008316 24.038  0.029 23.095  0.037  0.943  0.047
B263   190.9404318 +11.5383448 23.669  0.026 23.092  0.051  0.577  0.058
B265   190.9285138 +11.5246775 24.484  0.040 23.116  0.045  1.368  0.061
B269   190.9276510 +11.5180115 24.209  0.031 23.140  0.042  1.069  0.052
B270   190.9498195 +11.5260691 23.926  0.027 23.098  0.041  0.828  0.049
B272   190.9390890 +11.5327969 24.167  0.034 23.169  0.049  0.998  0.060
B273   190.9258928 +11.5118566 24.570  0.040 23.183  0.040  1.387  0.057
B274   190.9308675 +11.5143715 24.169  0.030 23.175  0.041  0.994  0.051
B277   190.9626048 +11.5316647 24.609  0.054 22.932  0.043  1.669  0.069
B282   190.9725987 +11.4908458 24.548  0.040 23.244  0.039  1.304  0.056
B285   190.9573610 +11.5049003 24.265  0.037 23.286  0.045  0.979  0.058
B287   190.9261163 +11.5292452 24.591  0.033 23.315  0.034  1.314  0.048
B288   190.9491973 +11.5020939 23.998  0.029 23.329  0.045  0.669  0.054
B289   190.9525404 +11.5403333 24.584  0.046 23.329  0.049  1.256  0.067
B290   190.9427045 +11.5051353 24.980  0.057 23.343  0.047  1.637  0.074
B291   190.9427752 +11.5168860 24.489  0.040 23.338  0.047  1.151  0.062
B292   190.9780429 +11.5074016 24.198  0.030 23.351  0.041  0.847  0.051
B295   190.9225482 +11.5108286 24.888  0.052 23.361  0.045  1.527  0.069
B296   190.9310196 +11.5364552 24.364  0.043 23.370  0.072  0.994  0.084
B298   190.9418241 +11.5233315 24.531  0.040 23.398  0.049  1.133  0.063
B299   190.9338878 +11.5079008 24.335  0.035 23.405  0.049  0.930  0.061
B300   190.9316690 +11.5427481 24.784  0.040 23.413  0.099  1.428  0.107
B303   190.9210583 +11.5106907 24.950  0.054 23.423  0.047  1.527  0.072
B304   190.9749370 +11.5058877 24.420  0.035 23.424  0.047  0.996  0.059
B305   190.9306054 +11.5419248 24.690  0.068 23.543  0.074  0.968  0.101
B306   190.9279184 +11.5274828 24.173  0.034 23.435  0.058  0.738  0.067
B307   190.9442498 +11.5077208 24.581  0.043 23.472  0.051  1.109  0.067
B308   190.9363070 +11.5354987 24.874  0.058 23.454  0.068  1.419  0.090
B311   190.9237927 +11.5216491 24.436  0.042 23.430  0.058  1.006  0.071
B313   190.9367599 +11.5444712 24.594  0.055 23.475  0.083  1.119  0.099
B314   190.9356163 +11.5185960 24.495  0.040 23.503  0.053  0.992  0.067
B318   190.9381415 +11.5129287 24.438  0.038 23.523  0.056  0.915  0.067
B319   190.9643364 +11.5220537 24.446  0.037 23.534  0.051  0.912  0.063
B320   190.9208768 +11.5023426 24.381  0.035 23.529  0.052  0.853  0.063
B321   190.9471971 +11.5295545 24.400  0.040 23.543  0.058  0.856  0.070
B324   190.9329202 +11.5419848 24.694  0.028 23.098  0.055  1.734  0.062
B326   190.9386904 +11.5240104 24.975  0.058 23.575  0.060  1.400  0.084
B328   190.9796416 +11.5194953 25.236  0.063 23.603  0.051  1.633  0.081
B333   190.9588430 +11.5273084 25.339  0.074 23.613  0.056  1.726  0.093
B335   190.9370374 +11.4991064 25.028  0.058 23.655  0.058  1.373  0.082
B336   190.9479477 +11.5354548 25.002  0.063 23.652  0.070  1.350  0.094
B337   190.9867903 +11.5286302 24.955  0.051 23.647  0.051  1.308  0.072
B341   190.9504121 +11.5380120 24.668  0.046 23.718  0.068  0.950  0.082
B343   190.9812896 +11.5305687 24.651  0.041 23.711  0.056  0.940  0.069
B344   190.9427156 +11.5387788 24.463  0.046 23.717  0.080  0.746  0.093
B348   190.9753153 +11.4980568 24.710  0.043 23.751  0.053  0.960  0.068
B356   190.9520434 +11.5234583 24.896  0.055 23.774  0.068  1.122  0.088
B359   190.9341582 +11.4975379 24.802  0.047 23.821  0.064  0.982  0.080
B362   190.9431121 +11.5367609 25.056  0.066 23.802  0.083  1.254  0.106
B366   190.9604098 +11.5023468 24.808  0.049 23.835  0.066  0.973  0.082
B367   190.9816294 +11.5344851 24.723  0.043 23.854  0.060  0.869  0.073
B368   190.9284269 +11.5262062 24.837  0.053 23.895  0.085  0.941  0.100
B371   190.9262172 +11.5269964 25.230  0.078 23.841  0.091  1.389  0.120
B372   190.9562539 +11.5382888 25.393  0.092 23.867  0.080  1.527  0.122
B373   190.9628257 +11.5064826 24.940  0.054 23.900  0.064  1.040  0.083
B375   190.9416685 +11.5375964 24.794  0.054 23.897  0.089  0.897  0.104
B376   190.9795003 +11.5197070 24.572  0.040 23.932  0.066  0.640  0.077
B377   190.9369179 +11.5419417 25.331  0.095 23.918  0.114  1.413  0.148
B379   190.9235036 +11.5043554 25.229  0.071 23.946  0.072  1.283  0.102
B384   190.9384234 +11.5264432 25.083  0.060 23.975  0.089  1.108  0.107
C2     190.9381461 +11.5895294 20.029  0.010 18.725  0.011  1.304  0.015
C3     190.9120975 +11.5764432 20.213  0.009 18.918  0.010  1.281  0.013
C4     190.9497112 +11.5944658 21.083  0.011 19.943  0.012  1.140  0.016
C5     190.9229830 +11.5745164 21.522  0.010 20.049  0.008  1.467  0.013
C6     190.9488238 +11.6166951 21.730  0.012 20.144  0.012  1.586  0.017
C7     190.8942462 +11.6028522 21.139  0.011 20.238  0.012  0.901  0.016
C8     190.9135926 +11.6245278 21.420  0.012 20.285  0.012  1.135  0.017
C9     190.8965708 +11.6026043 21.436  0.012 20.272  0.012  1.164  0.017
C10    190.9072453 +11.6175265 21.738  0.012 20.414  0.012  1.324  0.017
C11    190.9368657 +11.6035509 21.559  0.012 20.429  0.012  1.130  0.017
C12    190.9147874 +11.5990857 22.081  0.013 20.502  0.013  1.579  0.018
C13    190.8981996 +11.6023404 21.880  0.012 20.568  0.013  1.311  0.018
C15    190.9181800 +11.5966932 21.810  0.012 20.703  0.013  1.107  0.018
C16    190.9189578 +11.5925344 21.599  0.012 20.724  0.013  0.874  0.018
C17    190.9102765 +11.6132652 21.848  0.012 20.695  0.013  1.153  0.018
C21    190.9016526 +11.5948591 22.339  0.014 20.845  0.013  1.493  0.019
C22    190.9255106 +11.6153877 21.554  0.012 20.649  0.013  0.898  0.018
C23    190.9250051 +11.6341044 22.045  0.013 20.843  0.013  1.203  0.018
C25    190.9491861 +11.6001726 22.102  0.013 20.945  0.013  1.158  0.018
C26    190.9152187 +11.5947329 22.265  0.014 21.000  0.015  1.265  0.020
C27    190.9468740 +11.5925948 22.366  0.014 21.009  0.015  1.357  0.020
C29    190.9264356 +11.5679969 22.438  0.013 21.059  0.012  1.338  0.018
C30    190.9031194 +11.6032614 22.516  0.014 21.123  0.015  1.394  0.020
C31    190.9243727 +11.5860184 22.374  0.014 21.140  0.015  1.235  0.020
C32    190.9147912 +11.5811285 22.072  0.012 21.171  0.010  0.875  0.015
C35    190.9242407 +11.5766521 22.272  0.013 21.214  0.014  1.046  0.019
C37    190.9262979 +11.5792301 22.080  0.013 21.258  0.016  0.822  0.021
C38    190.9408038 +11.6248559 21.909  0.013 21.230  0.015  0.679  0.019
C39    190.9243695 +11.6256353 22.730  0.015 21.306  0.015  1.424  0.021
C40    190.9410818 +11.6075808 22.310  0.014 21.330  0.016  0.980  0.021
C41    190.9324619 +11.5872750 22.358  0.014 21.318  0.016  1.040  0.021
C44    190.9171026 +11.5921383 22.283  0.014 21.373  0.016  0.910  0.021
C45    190.9022009 +11.5841115 22.963  0.018 21.376  0.016  1.587  0.024
C46    190.9291957 +11.6210984 22.325  0.014 21.404  0.016  0.921  0.021
C47    190.9256826 +11.6261084 22.805  0.015 21.417  0.016  1.388  0.022
C49    190.9346480 +11.6004111 22.461  0.014 21.422  0.016  1.039  0.021
C50    190.9334118 +11.5924820 23.017  0.018 21.516  0.016  1.500  0.024
C51    190.9115685 +11.5818091 22.438  0.012 21.516  0.011  0.938  0.016
C53    190.9311222 +11.5860669 22.403  0.014 21.477  0.016  0.925  0.021
C54    190.9304959 +11.6068393 22.546  0.015 21.540  0.016  1.006  0.022
C55    190.9241636 +11.6082361 22.971  0.016 21.565  0.016  1.406  0.023
C56    190.9260987 +11.5737861 22.470  0.014 21.537  0.014  0.936  0.020
C57    190.9420570 +11.6160954 22.570  0.015 21.548  0.016  1.021  0.022
C58    190.9130509 +11.6091081 22.555  0.014 21.626  0.016  0.929  0.021
C59    190.9270729 +11.6253859 22.590  0.015 21.655  0.016  0.935  0.022
C60    190.9302986 +11.5998263 22.806  0.016 21.671  0.018  1.136  0.024
C61    190.9233240 +11.5882390 23.137  0.019 21.680  0.018  1.457  0.026
C62    190.9353025 +11.6118542 22.746  0.015 21.678  0.018  1.068  0.023
C63    190.9345049 +11.5891380 22.557  0.015 21.659  0.018  0.898  0.023
C64    190.9073312 +11.5900024 22.978  0.018 21.698  0.018  1.281  0.025
C66    190.9235192 +11.5850824 23.100  0.019 21.762  0.020  1.338  0.027
C67    190.9198651 +11.5751375 23.238  0.018 21.798  0.015  1.449  0.023
C68    190.9044372 +11.6127466 23.208  0.018 21.793  0.018  1.415  0.025
C71    190.9163341 +11.5763345 23.073  0.011 21.840  0.016  1.228  0.020
C72    190.9256582 +11.5729394 23.424  0.022 21.846  0.018  1.528  0.028
C73    190.9324463 +11.5780729 22.659  0.015 21.834  0.020  0.826  0.025
C75    190.9214784 +11.5752131 23.210  0.020 21.863  0.021  1.346  0.029
C76    190.9444363 +11.5878534 23.018  0.018 21.851  0.020  1.167  0.026
C78    190.9140548 +11.5820686 22.787  0.012 21.828  0.016  0.931  0.020
C79    190.9455068 +11.6177895 22.795  0.016 21.871  0.020  0.924  0.025
C80    190.9583998 +11.6061060 23.027  0.016 21.884  0.018  1.144  0.024
C81    190.9331418 +11.5805970 22.656  0.015 21.525  0.018  1.131  0.023
C82    190.9237324 +11.5757560 22.983  0.014 21.931  0.016  1.038  0.021
C85    190.9368835 +11.5913880 23.408  0.020 21.928  0.020  1.479  0.028
C86    190.9163730 +11.6267803 22.800  0.015 21.966  0.018  0.834  0.023
C87    190.9331008 +11.5894816 22.926  0.016 21.965  0.020  0.960  0.025
C88    190.9370337 +11.6267537 23.169  0.018 21.952  0.020  1.217  0.026
C89    190.8951391 +11.5926056 23.346  0.022 21.969  0.021  1.377  0.030
C92    190.9290880 +11.5806901 23.002  0.018 22.002  0.021  1.000  0.028
C93    190.9563876 +11.6004274 23.566  0.022 22.007  0.020  1.559  0.029
C94    190.9247656 +11.5812136 23.343  0.020 22.030  0.021  1.313  0.029
C95    190.9144574 +11.5817079 23.269  0.015 22.021  0.017  1.195  0.023
C98    190.9376471 +11.5844522 22.981  0.018 22.085  0.021  0.896  0.028
C99    190.9293471 +11.5904378 23.446  0.022 22.079  0.021  1.367  0.030
C101   190.9028319 +11.5947503 22.928  0.016 22.092  0.021  0.836  0.027
C103   190.9340624 +11.5842620 22.963  0.018 22.121  0.021  0.842  0.028
C104   190.9110866 +11.6248893 23.020  0.016 22.133  0.021  0.887  0.027
C105   190.9339057 +11.5824297 23.011  0.018 22.138  0.023  0.873  0.029
C107   190.9479583 +11.6201387 23.546  0.023 22.129  0.023  1.417  0.033
C108   190.9188303 +11.5743581 23.213  0.016 22.206  0.020  1.003  0.026
C109   190.9019265 +11.5872615 23.599  0.025 22.207  0.025  1.392  0.035
C110   190.9333802 +11.6160433 23.342  0.019 22.221  0.021  1.120  0.029
C111   190.9249224 +11.5826950 23.130  0.019 22.243  0.025  0.888  0.031
C112   190.9182675 +11.6007318 23.798  0.025 22.314  0.023  1.484  0.034
C113   190.9458845 +11.6019893 23.169  0.018 22.281  0.023  0.888  0.029
C114   190.9277551 +11.5780792 23.770  0.019 22.342  0.017  1.458  0.025
C115   190.9250706 +11.6120693 23.613  0.022 22.320  0.023  1.293  0.032
C117   190.9296431 +11.5889931 23.450  0.022 22.309  0.023  1.141  0.032
C119   190.9252239 +11.5861171 23.991  0.029 22.346  0.025  1.645  0.038
C120   190.9095816 +11.5952611 23.586  0.023 22.347  0.025  1.239  0.034
C121   190.9289909 +11.5834725 23.954  0.030 22.333  0.027  1.621  0.041
C122   190.9410215 +11.6142208 23.512  0.022 22.345  0.023  1.167  0.032
C123   190.9071239 +11.5813403 23.801  0.022 22.361  0.020  1.457  0.030
C124   190.9223921 +11.5789516 23.970  0.030 22.421  0.029  1.595  0.042
C125   190.9026088 +11.5893553 23.896  0.028 22.329  0.021  1.676  0.036
C126   190.9080384 +11.6218996 23.113  0.019 22.343  0.025  0.770  0.031
C128   190.9239892 +11.5921965 23.577  0.023 22.404  0.025  1.173  0.034
C129   190.9352991 +11.5995103 23.208  0.019 22.273  0.025  0.931  0.031
C130   190.9203733 +11.5786303 23.299  0.015 22.396  0.018  0.875  0.024
C131   190.9320151 +11.6157720 23.937  0.026 22.451  0.025  1.487  0.036
C132   190.9062191 +11.5911696 24.111  0.032 22.509  0.029  1.603  0.043
C133   190.9366298 +11.5887762 23.963  0.029 22.515  0.027  1.448  0.040
C134   190.9355939 +11.5874704 23.455  0.022 22.519  0.027  0.936  0.035
C135   190.9102134 +11.5868063 23.950  0.022 22.574  0.021  1.445  0.031
C136   190.9468897 +11.5969205 23.462  0.020 22.552  0.025  0.910  0.032
C137   190.9059355 +11.5861704 24.100  0.026 22.545  0.023  1.539  0.035
C139   190.9170309 +11.5838483 23.823  0.027 22.582  0.031  1.241  0.041
C140   190.9538392 +11.6083405 23.571  0.022 22.603  0.025  0.968  0.033
C141   190.9271198 +11.5745024 24.055  0.027 22.630  0.020  1.423  0.034
C142   190.9292046 +11.5696494 23.860  0.027 22.482  0.030  1.283  0.040
C143   190.9342202 +11.6253801 24.126  0.029 22.620  0.025  1.506  0.038
C145   190.9023072 +11.6014535 23.574  0.022 22.635  0.029  0.939  0.036
C147   190.9125261 +11.5831353 23.748  0.018 22.463  0.020  1.125  0.027
C149   190.9031861 +11.5945432 24.136  0.030 22.672  0.031  1.464  0.044
C150   190.9575768 +11.6066349 24.055  0.027 22.671  0.027  1.384  0.039
C151   190.9668751 +11.6038206 23.618  0.023 22.633  0.027  0.984  0.036
C153   190.9510251 +11.6069825 23.760  0.023 22.185  0.021  1.575  0.031
C156   190.9221149 +11.5735279 24.208  0.028 22.697  0.031  1.484  0.041
C160   190.9020682 +11.5955557 23.526  0.022 22.759  0.033  0.768  0.040
C161   190.9534097 +11.5977859 23.753  0.023 22.805  0.029  0.947  0.037
C162   190.9000103 +11.5942227 24.235  0.040 22.601  0.033  1.626  0.052
C164   190.9292019 +11.5744242 23.767  0.026 22.048  0.016  1.738  0.030
C165   190.9614492 +11.6101348 23.602  0.022 22.859  0.029  0.743  0.036
C166   190.8941203 +11.5961035 24.366  0.038 22.882  0.035  1.485  0.052
C167   190.9234803 +11.6033184 23.925  0.026 22.862  0.031  1.063  0.041
C168   190.9117288 +11.6121622 23.869  0.025 22.897  0.031  0.972  0.040
C170   190.9202628 +11.5995550 23.863  0.027 22.896  0.033  0.967  0.043
C171   190.9174102 +11.5745849 24.291  0.029 22.930  0.026  1.325  0.038
C172   190.9150468 +11.5905796 24.322  0.037 22.924  0.035  1.399  0.051
C173   190.9321302 +11.6196400 24.089  0.029 22.916  0.031  1.173  0.042
C176   190.9051450 +11.6105820 24.189  0.030 22.946  0.031  1.243  0.044
C178   190.9175270 +11.5937759 24.226  0.034 22.948  0.037  1.277  0.050
C180   190.9181986 +11.5742409 23.831  0.023 22.957  0.026  0.833  0.035
C183   190.9260481 +11.6036679 24.249  0.037 22.866  0.035  1.383  0.051
C184   190.9346312 +11.5843460 23.917  0.029 22.976  0.037  0.940  0.047
C185   190.9156759 +11.5801245 24.404  0.029 22.962  0.035  1.559  0.046
C187   190.9014814 +11.5881955 23.858  0.029 23.006  0.043  0.852  0.052
C190   190.9305253 +11.5737093 24.137  0.028 23.121  0.026  1.035  0.038
C191   190.9472481 +11.6145438 23.891  0.026 23.079  0.035  0.812  0.044
C192   190.9250114 +11.5975174 24.573  0.051 23.092  0.041  1.482  0.065
C193   190.9206001 +11.5801003 23.990  0.026 23.025  0.038  0.848  0.046
C195   190.9408278 +11.6114961 24.247  0.032 23.128  0.037  1.118  0.049
C197   190.9547180 +11.6072144 24.291  0.032 23.136  0.035  1.155  0.047
C198   190.9253745 +11.5749252 23.872  0.026 23.006  0.045  0.754  0.052
C199   190.9181222 +11.5726067 24.162  0.025 23.158  0.044  0.932  0.051
C200   190.9306071 +11.5764069 24.086  0.025 23.223  0.030  0.853  0.039
C202   190.9252428 +11.6245107 23.969  0.027 23.149  0.037  0.820  0.046
C203   190.9093255 +11.6058072 24.215  0.030 23.201  0.041  1.014  0.051
C204   190.9220765 +11.5819611 24.748  0.052 23.201  0.047  1.548  0.070
C205   190.9470813 +11.6108551 24.815  0.049 23.205  0.039  1.609  0.063
C208   190.9385058 +11.5827244 23.535  0.023 22.612  0.029  0.922  0.037
C209   190.9543407 +11.6114932 24.006  0.027 23.221  0.037  0.785  0.046
C210   190.9200304 +11.5725204 24.187  0.038 23.255  0.066  0.932  0.076
C212   190.9465116 +11.6068208 24.399  0.035 23.159  0.037  1.239  0.051
C214   190.9301501 +11.5795234 24.205  0.034 23.282  0.049  0.924  0.060
C220   190.9335935 +11.5816929 24.220  0.034 23.341  0.047  0.878  0.058
C221   190.9438404 +11.5853431 24.695  0.044 23.342  0.047  1.353  0.065
C222   190.9380807 +11.5840874 24.883  0.054 23.334  0.049  1.548  0.073
C223   190.9244408 +11.5694247 24.165  0.022 23.337  0.031  0.767  0.038
C224   190.9155846 +11.5809727 25.036  0.072 23.343  0.046  1.694  0.086
C225   190.9079808 +11.5896315 24.266  0.035 23.375  0.049  0.891  0.061
C227   190.9091009 +11.5784040 24.220  0.028 23.403  0.043  0.784  0.051
C228   190.9331008 +11.5837608 24.591  0.044 23.386  0.049  1.204  0.066
C229   190.9116062 +11.5961325 24.143  0.030 23.402  0.049  0.741  0.058
C230   190.9321663 +11.5948422 24.947  0.057 23.406  0.047  1.540  0.074
C233   190.9458272 +11.6026841 25.365  0.071 23.409  0.043  1.956  0.083
C234   190.9278151 +11.5815780 24.435  0.040 23.419  0.053  1.017  0.067
C235   190.9258639 +11.6102776 24.553  0.040 23.428  0.045  1.126  0.060
C237   190.9021414 +11.6046347 24.926  0.051 23.439  0.045  1.487  0.068
C238   190.9354302 +11.6121466 24.254  0.034 23.442  0.047  0.812  0.058
C239   190.9270316 +11.5695813 24.565  0.038 23.519  0.076  1.113  0.085
C243   190.8998295 +11.6074803 24.249  0.032 23.389  0.043  0.860  0.054
C244   190.8916414 +11.5969029 24.632  0.047 23.456  0.056  1.176  0.073
C245   190.9287448 +11.6222488 24.443  0.035 23.477  0.045  0.967  0.057
C256   190.9207540 +11.6324076 25.067  0.055 23.581  0.047  1.486  0.073
C259   190.9262239 +11.5745658 24.658  0.048 23.502  0.052  1.209  0.071
C264   190.9172010 +11.5773489 25.216  0.046 23.538  0.041  1.618  0.062
C268   190.9003262 +11.6126734 24.781  0.060 23.668  0.072  1.113  0.094
C274   190.9054129 +11.5893244 24.741  0.051 23.739  0.072  1.002  0.088
C276   190.8969224 +11.5945912 25.232  0.071 23.773  0.068  1.459  0.098
C277   190.9287970 +11.6142356 24.886  0.055 23.788  0.060  1.099  0.081
C278   190.9103661 +11.6164594 25.334  0.066 23.800  0.053  1.534  0.085
C279   190.9314991 +11.5885711 24.827  0.054 23.803  0.068  1.023  0.087
C281   190.9299158 +11.6285537 25.111  0.057 23.804  0.056  1.308  0.079
