    1 214.5490461 +36.4587628 19.1603
    2 214.5578334 +36.4484914 20.7302
    3 214.6635994 +36.4611793 21.5529
    4 214.6535570 +36.4524686 22.9119
    5 214.6498615 +36.4497619 21.9843
    6 214.6463623 +36.4476532 21.7178
    7 214.5779507 +36.4514581 19.3262
    8 214.6189365 +36.4505203 21.9118
    9 214.5689182 +36.4495974 23.2748
   10 214.5880215 +36.4490215 22.2528
   11 214.6194944 +36.4491576 22.8935
   12 214.6176954 +36.4487164 24.5251
   13 214.6124325 +36.4485082 23.2362
   14 214.6037663 +36.4482208 20.1546
   15 214.6259480 +36.4483826 22.7618
   16 214.6395949 +36.4484747 24.1639
   17 214.5792497 +36.4478173 19.9866
   18 214.6310987 +36.4483885 24.5577
   19 214.6350821 +36.4483193 25.1535
   20 214.5956737 +36.4474613 21.1471
   21 214.6139075 +36.4479510 24.1884
   22 214.6374524 +36.4477491 25.0846
   23 214.6120969 +36.4478003 25.5920
   24 214.5736303 +36.4474544 23.8067
   25 214.5610778 +36.4474831 25.0092
   26 214.5614609 +36.4472116 25.7667
   27 214.5617173 +36.4471095 26.2852
   28 214.6329788 +36.4471730 26.7385
   29 214.6323722 +36.4473335 24.1166
   30 214.6425505 +36.4474146 27.7276
   31 214.6315311 +36.4473825 24.4624
   32 214.6306857 +36.4472659 24.1000
   33 214.6436160 +36.4474663 27.6797
   34 214.6428560 +36.4474211 27.4833
   35 214.6418409 +36.4472247 26.6830
   36 214.6256813 +36.4472824 24.0822
   37 214.6285704 +36.4472876 28.4694
   38 214.6427308 +36.4472395 27.4964
   39 214.6397831 +36.4472512 27.8412
   40 214.5806415 +36.4471500 24.9818
   41 214.6405213 +36.4471806 27.4008
   42 214.6152620 +36.4472899 23.7185
   43 214.6401291 +36.4471779 28.0144
   44 214.6177370 +36.4471605 27.6750
   45 214.5633216 +36.4471042 27.1921
   46 214.6414378 +36.4473109 26.6071
   47 214.6207229 +36.4471335 28.5627
   48 214.5895819 +36.4471131 27.9114
   49 214.6603772 +36.4580606 23.0293
   50 214.6278616 +36.4483361 25.9502
   51 214.6501009 +36.4516392 25.6925
   52 214.6382297 +36.4486317 25.7424
   53 214.6323892 +36.4478201 28.0975
   54 214.5842051 +36.4483110 26.6457
   55 214.5812380 +36.4491919 24.1864
   56 214.6345645 +36.4501629 23.7426
   57 214.6115513 +36.4490926 24.9375
   58 214.5939170 +36.4488688 25.4253
   59 214.6574019 +36.4554763 23.3101
   60 214.5639917 +36.4486463 26.5763
   61 214.6245929 +36.4493401 24.7265
   62 214.6335533 +36.4495800 24.1490
   63 214.5982007 +36.4495150 25.4273
   64 214.5799372 +36.4492381 26.3597
   65 214.5667190 +36.4485947 28.6058
   66 214.6138281 +36.4499224 24.2151
   67 214.6466616 +36.4494866 26.2598
   68 214.5995696 +36.4493454 25.9717
   69 214.6463688 +36.4509874 22.4757
   70 214.5797288 +36.4494432 26.8783
   71 214.5643764 +36.4495217 25.5062
   72 214.6256303 +36.4503149 24.2152
   73 214.6080161 +36.4500829 25.0707
   74 214.6002636 +36.4500087 25.1109
   75 214.6106945 +36.4498312 25.6697
   76 214.5738537 +36.4518565 25.2502
