 134 214.6206939 +36.4750955  25.3788   0.1359
 135 214.6207704 +36.4739117  25.5064   0.1388
 136 214.6206782 +36.4730503  25.7756   0.1410
 137 214.6216672 +36.4882650  23.6583   0.0618
 138 214.6223595 +36.4990185  23.2161   0.0549
 139 214.6221358 +36.4944742  24.4706   0.1077
 140 214.6235316 +36.5093997  26.1631   0.1740
 141 214.6208338 +36.4789723  24.7238   0.0944
 142 214.6215290 +36.4894952  22.2063   0.0331
 143 214.6207269 +36.4760764  26.2901   0.2009
 144 214.6212672 +36.4870581  22.0093   0.0109
 145 214.6208511 +36.4782965  25.9760   0.1230
 146 214.6205948 +36.4748706  25.9540   0.2177
 147 214.6219986 +36.4941887  25.0459   0.1811
 148 214.6230044 +36.5092897  26.4602   0.2492
 149 214.6224367 +36.5027585  24.7500   0.1406
 150 214.6205138 +36.4766993  26.4294   0.1231
 151 214.6240852 +36.4949787  23.5890   0.0575
 152 214.6202715 +36.4747563  26.6946   0.2860
 153 214.6224621 +36.5046683  25.5096   0.1776
 154 214.6210177 +36.4857003  25.1309   0.1729
 155 214.6201915 +36.4755571  24.5792   0.0485
 156 214.6202727 +36.4763155  25.9761   0.1145
 157 214.6226406 +36.5081712  26.4143   0.1848
 158 214.6200156 +36.4743628  25.4164   0.1457
 159 214.6225065 +36.5077854  26.0652   0.1572
 160 214.6201539 +36.4787980  22.9694   0.0263
 161 214.6197006 +36.4732105  26.3534   0.1260
 162 214.6220728 +36.5046821  25.7781   0.2090
 163 214.6202192 +36.4812368  23.5391   0.0617
 164 214.6214292 +36.4967272  24.4510   0.1059
 165 214.6198105 +36.4770741  24.4419   0.0877
 166 214.6215176 +36.4917421  22.6068   0.0657
 167 214.6210033 +36.4920312  24.6908   0.1637
 168 214.6199176 +36.4773362  25.5619   0.0825
 169 214.6198512 +36.4764534  25.9812   0.1484
 170 214.6195962 +36.4736362  26.6544   0.2035
 171 214.6214691 +36.5001873  23.1348   0.0275
 172 214.6224777 +36.4958802  25.6022   0.1413
 173 214.6218778 +36.5062230  25.6035   0.1077
 174 214.6212229 +36.4971610  25.1638   0.1724
 175 214.6211626 +36.4974356  24.4969   0.0851
 176 214.6203402 +36.4876056  23.7867   0.0967
 177 214.6224575 +36.4955521  24.7865   0.1575
 178 214.6193309 +36.4743434  25.2017   0.1223
 179 214.6216886 +36.5047562  25.0239   0.1524
 180 214.6223652 +36.5092755  25.5889   0.1264
 181 214.6196077 +36.4772900  24.6558   0.0564
 182 214.6195924 +36.4766965  25.5992   0.1342
 183 214.6201255 +36.4849905  22.9571   0.0190
 184 214.6215555 +36.5041995  25.1023   0.1410
 185 214.6195660 +36.4784949  23.3267   0.0161
 186 214.6205159 +36.4907855  25.1070   0.2195
 187 214.6205581 +36.4929513  22.4300   0.0195
 188 214.6200466 +36.4859254  23.2955   0.0281
 189 214.6213905 +36.5043744  25.9964   0.2189
 190 214.6211501 +36.5024748  23.8308   0.0427
 191 214.6197090 +36.4821008  25.3704   0.1526
 192 214.6194616 +36.4795898  25.1942   0.0841
 193 214.6217094 +36.5092083  26.0035   0.1940
 194 214.6213187 +36.5055972  23.9922   0.0864
 195 214.6214019 +36.5053401  25.0249   0.1360
 196 214.6207065 +36.4976109  23.5480   0.0956
 197 214.6208098 +36.4987634  24.5033   0.0836
 198 214.6209855 +36.5016936  24.4155   0.1248
 199 214.6199411 +36.4756733  25.5236   0.1099
 200 214.6189706 +36.4745887  25.6843   0.1503
 201 214.6211654 +36.5064909  24.3304   0.0704
 202 214.6217440 +36.4992712  23.1255   0.0264
 203 214.6208307 +36.5014359  24.1249   0.0652
 204 214.6202717 +36.4940671  25.1940   0.1324
 205 214.6186889 +36.4733472  25.6505   0.1511
 206 214.6206195 +36.4998368  24.3897   0.0703
 207 214.6199552 +36.4913853  23.6868   0.1335
 208 214.6206268 +36.4968467  24.9052   0.1953
 209 214.6212387 +36.5085498  26.1354   0.1306
 210 214.6219418 +36.5038989  25.4030   0.1754
 211 214.6211432 +36.5089089  25.3486   0.1510
 212 214.6231399 +36.5055301  25.7699   0.1412
 213 214.6209213 +36.5054146  26.2716   0.2638
 214 214.6188566 +36.4785045  25.8336   0.1139
 215 214.6195877 +36.4894232  24.7277   0.1112
 216 214.6192372 +36.4847798  24.7076   0.0732
 217 214.6202883 +36.4989834  24.0347   0.0799
 218 214.6192880 +36.4862727  24.0366   0.0991
 219 214.6209742 +36.5091269  24.8875   0.0631
 220 214.6180017 +36.4726087  24.4401   0.0927
 221 214.6174632 +36.4726569  23.6013   0.0544
 222 214.6182028 +36.4753643  24.4610   0.0914
 223 214.6179668 +36.4766133  22.5465   0.0162
 224 214.6183230 +36.4750226  26.6208   0.1301
 225 214.6205086 +36.5064666  24.5339   0.0809
 226 214.6207473 +36.5100905  24.7568   0.1096
 227 214.6202207 +36.5022391  26.1658   0.2774
 228 214.6185449 +36.4808869  25.8636   0.2110
 229 214.6184814 +36.4800226  25.9118   0.1954
 230 214.6187032 +36.4835793  25.5198   0.1687
 231 214.6180030 +36.4741779  26.2991   0.1829
 232 214.6205404 +36.5089538  25.6171   0.1436
 233 214.6199973 +36.5018027  24.9776   0.1821
 234 214.6191455 +36.4908275  24.0711   0.1291
 235 214.6201046 +36.5048319  24.5394   0.0926
 236 214.6199706 +36.5044540  24.2185   0.0712
 237 214.6198973 +36.5024075  25.7268   0.2148
 238 214.6190451 +36.4933766  24.5874   0.0978
 239 214.6190474 +36.4842785  25.1638   0.1003
 240 214.6175408 +36.4749527  24.4283   0.0851
 241 214.6181756 +36.4835512  25.5150   0.1795
 242 214.6179683 +36.4804596  26.4960   0.2491
 243 214.6176527 +36.4775359  25.8171   0.1866
 244 214.6185689 +36.4898859  23.2869   0.0665
 245 214.6197435 +36.5055544  26.0549   0.1691
 246 214.6193151 +36.5007770  24.2038   0.0619
 247 214.6191232 +36.4992517  23.5031   0.1010
 248 214.6194957 +36.5035805  24.8575   0.1255
 249 214.6174253 +36.4765293  26.0060   0.1889
 250 214.6197863 +36.5082016  25.6221   0.1733
 251 214.6172734 +36.4769083  22.6191   0.0103
 252 214.6195213 +36.5067189  25.0554   0.1631
 253 214.6190421 +36.5014419  23.1681   0.0762
 254 214.6196410 +36.5090001  24.4230   0.0517
 255 214.6194445 +36.5053100  25.9428   0.1398
 256 214.6183420 +36.4911204  24.9918   0.2340
 257 214.6174142 +36.4792689  25.0727   0.0707
 258 214.6192042 +36.5037954  24.9213   0.0890
 259 214.6169507 +36.4734101  25.7227   0.1321
 260 214.6171287 +36.4763622  26.3337   0.1777
 261 214.6191915 +36.5064712  23.0600   0.0213
 262 214.6179369 +36.4882318  24.1064   0.1098
 263 214.6192562 +36.5075722  25.9121   0.2212
 264 214.6179977 +36.4908703  24.5319   0.1593
 265 214.6168552 +36.4765720  25.9106   0.1274
 266 214.6166073 +36.4737519  26.0406   0.1225
 267 214.6180517 +36.4942658  22.6245   0.0411
 268 214.6174652 +36.4864690  24.6251   0.1180
 269 214.6169440 +36.4801841  24.8001   0.1275
 270 214.6175799 +36.4900825  23.2869   0.0448
 271 214.6168894 +36.4806390  25.7044   0.2201
 272 214.6182080 +36.4993840  24.1566   0.1381
 273 214.6167347 +36.4795306  26.2049   0.1550
 274 214.6166229 +36.4774834  26.6367   0.1586
 275 214.6166959 +36.4754476  25.8171   0.1893
 276 214.6165758 +36.4783905  26.5163   0.2065
 277 214.6172822 +36.4888015  24.5883   0.1242
 278 214.6169922 +36.4842768  25.8166   0.2424
 279 214.6167907 +36.4831720  23.1495   0.0542
 280 214.6177039 +36.4953352  23.6022   0.1404
 281 214.6174629 +36.4914224  24.2607   0.1371
 282 214.6165212 +36.4785247  26.3172   0.1857
 283 214.6160306 +36.4734355  25.3883   0.0773
 284 214.6162749 +36.4763872  25.0244   0.0728
 285 214.6185639 +36.5076833  25.4142   0.1720
 286 214.6172409 +36.4896790  24.6276   0.1114
 287 214.6167430 +36.4826282  26.0147   0.1517
 288 214.6164046 +36.4800210  24.1891   0.0451
 289 214.6164130 +36.4789111  26.0235   0.2119
 290 214.6175734 +36.4956009  23.5217   0.1363
 291 214.6174597 +36.4946101  22.5645   0.0373
 292 214.6172518 +36.4930455  22.9168   0.0429
 293 214.6163625 +36.4805274  25.8457   0.2399
 294 214.6167060 +36.4809957  25.4169   0.2032
 295 214.6173348 +36.4953383  23.2237   0.0942
 296 214.6172553 +36.4954812  24.1538   0.1701
 297 214.6163260 +36.4754955  26.5305   0.1913
 298 214.6157187 +36.4741212  26.0094   0.1048
 299 214.6177424 +36.5019040  24.5684   0.1581
 300 214.6180959 +36.5069756  25.4863   0.1570
 301 214.6181694 +36.5090628  25.5484   0.0928
 302 214.6172151 +36.4962807  23.3301   0.1030
 303 214.6166109 +36.4890457  23.8359   0.0634
 304 214.6156338 +36.4755291  26.4805   0.1823
 305 214.6169466 +36.4932568  25.0428   0.1663
 306 214.6165941 +36.4903911  23.0834   0.0802
 307 214.6164498 +36.4877866  24.9266   0.1142
 308 214.6157523 +36.4791063  24.2108   0.0435
 309 214.6174687 +36.5042536  23.7521   0.0960
 310 214.6155634 +36.4798003  24.3609   0.1119
 311 214.6176519 +36.5085946  24.5541   0.0508
 312 214.6155948 +36.4803426  25.2881   0.1619
 313 214.6175105 +36.5076632  23.7983   0.0309
 314 214.6169030 +36.4992451  23.2625   0.0425
 315 214.6168533 +36.4975496  24.2305   0.1500
 316 214.6161330 +36.4889487  23.7104   0.0956
 317 214.6172410 +36.5082052  23.1884   0.0483
 318 214.6165266 +36.4968671  24.2171   0.1682
 319 214.6162264 +36.4865691  25.0704   0.2232
 320 214.6149539 +36.4760860  26.0620   0.1836
 321 214.6160736 +36.4921405  24.6612   0.1244
 322 214.6167157 +36.5025806  23.8183   0.0459
 323 214.6151025 +36.4814627  23.3637   0.0592
 324 214.6151432 +36.4803022  26.4309   0.2908
 325 214.6164592 +36.4999995  22.5859   0.0245
 326 214.6149913 +36.4796872  25.1445   0.1374
 327 214.6165690 +36.5020237  25.2310   0.1806
 328 214.6158050 +36.4914563  25.0578   0.1418
 329 214.6146199 +36.4760184  26.2701   0.1618
 330 214.6146193 +36.4756003  25.7852   0.1792
 331 214.6167658 +36.5058665  24.8187   0.1798
 332 214.6149994 +36.4855971  21.3586   0.0226
 333 214.6145550 +36.4763460  26.3783   0.1469
 334 214.6144270 +36.4755263  26.3875   0.1411
 335 214.6155416 +36.4910169  24.9733   0.1602
 336 214.6147060 +36.4794650  25.1326   0.1411
 337 214.6153485 +36.4904018  23.5103   0.0928
 338 214.6146363 +36.4812940  23.3754   0.0278
 339 214.6165456 +36.4960566  23.4318   0.0985
 340 214.6150968 +36.4884128  24.6985   0.1262
 341 214.6143934 +36.4789955  26.1842   0.1385
 342 214.6143122 +36.4781489  25.4382   0.0898
 343 214.6140410 +36.4742683  26.2381   0.1533
 344 214.6159267 +36.4874428  24.5412   0.0964
 345 214.6153949 +36.4935689  23.2525   0.0702
 346 214.6157688 +36.4990042  23.2011   0.0791
 347 214.6153874 +36.4941055  24.6694   0.1432
 348 214.6147130 +36.4863932  23.7646   0.0589
 349 214.6139097 +36.4752238  25.6947   0.1258
 350 214.6164216 +36.5095398  24.5391   0.0506
 351 214.6163089 +36.5079973  25.0519   0.1614
 352 214.6148155 +36.4880656  23.8989   0.0721
 353 214.6142446 +36.4799898  25.4219   0.1504
 354 214.6141444 +36.4792353  23.8510   0.0460
 355 214.6142482 +36.4811321  24.7105   0.0769
 356 214.6158564 +36.5031758  25.6160   0.1434
 357 214.6147236 +36.4885354  24.2916   0.1122
 358 214.6162125 +36.5089787  26.0728   0.1255
 359 214.6160081 +36.5070211  22.9384   0.0169
 360 214.6148822 +36.4908772  23.9785   0.1498
 361 214.6135396 +36.4750059  24.2399   0.0628
 362 214.6134377 +36.4730488  25.1301   0.0802
 363 214.6161805 +36.5092663  26.0660   0.1304
 364 214.6142427 +36.4832411  25.4824   0.2089
 365 214.6160144 +36.5079064  25.2100   0.1390
 366 214.6139424 +36.4797855  25.7107   0.1981
 367 214.6161579 +36.5102941  26.2607   0.1535
 368 214.6155441 +36.5043383  23.0371   0.0629
 369 214.6154263 +36.5011421  25.1534   0.1768
 370 214.6151314 +36.4970237  24.2160   0.0910
 371 214.6142189 +36.4922125  19.2349   0.0052
 372 214.6137523 +36.4802327  26.4372   0.1905
 373 214.6150096 +36.4978269  25.0243   0.1414
 374 214.6132767 +36.4757892  25.9394   0.1750
 375 214.6146298 +36.4998293  21.9388   0.0511
 376 214.6130830 +36.4750731  26.5881   0.1279
 377 214.6143977 +36.4869557  23.1553   0.0441
 378 214.6135705 +36.4839506  23.2425   0.0894
 379 214.6141974 +36.4912648  25.0714   0.1780
 380 214.6138347 +36.4868217  24.1481   0.0759
 381 214.6132695 +36.4792180  25.4830   0.2257
 382 214.6133525 +36.4808309  22.4531   0.0119
 383 214.6151888 +36.5060687  24.9996   0.1771
 384 214.6144470 +36.4963081  24.7483   0.2044
 385 214.6136033 +36.4863044  24.4352   0.1540
 386 214.6147859 +36.5021605  24.5118   0.1709
 387 214.6127642 +36.4752417  26.0747   0.1200
 388 214.6147687 +36.5038129  25.3809   0.1733
 389 214.6128918 +36.4786505  24.9610   0.1580
 390 214.6140599 +36.4958018  21.0601   0.0130
 391 214.6131908 +36.4831222  24.2997   0.1258
 392 214.6125503 +36.4764946  23.9732   0.0662
 393 214.6128206 +36.4792725  25.3090   0.1620
 394 214.6122431 +36.4771925  20.8593   0.0056
 395 214.6122981 +36.4745275  25.2621   0.1096
 396 214.6144264 +36.5043191  25.5695   0.2260
 397 214.6126496 +36.4800915  25.4474   0.1748
 398 214.6140690 +36.5006840  24.5351   0.1620
 399 214.6134263 +36.4923665  23.1667   0.0580
 400 214.6130858 +36.4881804  22.3492   0.0498
 401 214.6148721 +36.5079997  25.4193   0.1660
 402 214.6139139 +36.4992287  23.4736   0.0546
 403 214.6126691 +36.4797434  24.3904   0.1218
 404 214.6143185 +36.5034722  25.6230   0.2493
 405 214.6139412 +36.5004097  24.4317   0.1309
 406 214.6133238 +36.4926364  23.5638   0.1409
 407 214.6140361 +36.5023262  24.9472   0.1049
 408 214.6128223 +36.4871405  23.6416   0.0935
 409 214.6124997 +36.4835852  22.7334   0.0428
 410 214.6123256 +36.4742068  25.0870   0.1028
 411 214.6120628 +36.4755104  26.0899   0.1423
 412 214.6142761 +36.5070350  24.2257   0.0880
 413 214.6125273 +36.4827004  24.5973   0.1357
 414 214.6119161 +36.4744871  25.9475   0.1058
 415 214.6118228 +36.4737325  25.8857   0.0958
 416 214.6143691 +36.5101990  22.9287   0.0143
 417 214.6143164 +36.5090154  24.9718   0.1525
 418 214.6117421 +36.4734792  26.5551   0.1323
 419 214.6125960 +36.4861105  23.7987   0.0797
 420 214.6141678 +36.5080299  24.0499   0.0368
 421 214.6128629 +36.4925256  20.6882   0.0205
 422 214.6139257 +36.5053327  23.8454   0.1056
 423 214.6128508 +36.4916207  22.7459   0.0402
 424 214.6131337 +36.4953727  24.0026   0.0981
 425 214.6126467 +36.4894210  24.8364   0.1489
 426 214.6125626 +36.4887905  25.0627   0.2093
 427 214.6111588 +36.4729459  22.9737   0.0166
 428 214.6128380 +36.4947877  22.0454   0.0262
 429 214.6135077 +36.5036257  24.6496   0.1483
 430 214.6121545 +36.4862740  22.8994   0.0305
 431 214.6117414 +36.4809021  24.3703   0.0846
 432 214.6131879 +36.5006615  25.1984   0.2552
 433 214.6119896 +36.4851837  23.2748   0.0400
 434 214.6135855 +36.5072876  24.3494   0.0686
 435 214.6131247 +36.5002461  24.9406   0.1333
 436 214.6118867 +36.4841613  24.4714   0.0809
 437 214.6116692 +36.4805444  25.5349   0.1941
 438 214.6111262 +36.4740991  25.8846   0.0942
 439 214.6114546 +36.4795422  25.9981   0.3141
 440 214.6120093 +36.4899307  23.9476   0.1981
 441 214.6121247 +36.4912242  24.0921   0.1175
 442 214.6111589 +36.4800976  23.5782   0.0468
 443 214.6112327 +36.4792519  25.3945   0.1614
 444 214.6142374 +36.5094611  25.3520   0.1518
 445 214.6127167 +36.4995730  24.1853   0.1526
 446 214.6120645 +36.4916086  23.6370   0.0833
 447 214.6105830 +36.4735996  22.9525   0.0168
 448 214.6133646 +36.5086726  26.4042   0.2593
 449 214.6128723 +36.5024017  25.2523   0.1255
 450 214.6108242 +36.4762397  24.6376   0.0562
 451 214.6125957 +36.5011290  23.5487   0.1091
 452 214.6131405 +36.5086746  25.7939   0.2021
 453 214.6127069 +36.5033076  24.6048   0.1522
 454 214.6119076 +36.4926871  24.3347   0.2139
 455 214.6115293 +36.4886819  23.6017   0.1255
 456 214.6131209 +36.5098071  25.9215   0.1919
 457 214.6106255 +36.4773603  25.4278   0.1294
 458 214.6105928 +36.4854710  20.9747   0.0193
 459 214.6107946 +36.4807649  24.9649   0.1423
 460 214.6102736 +36.4744057  24.2959   0.0332
 461 214.6126160 +36.5068351  25.0305   0.1402
 462 214.6117358 +36.4964756  22.1166   0.0325
 463 214.6111061 +36.4880194  23.1037   0.0792
 464 214.6107365 +36.4824208  25.0602   0.1772
 465 214.6100306 +36.4747471  23.0534   0.0132
 466 214.6113632 +36.4917450  23.8625   0.1271
 467 214.6116450 +36.4959030  24.4533   0.2179
 468 214.6103505 +36.4788068  25.6609   0.2013
 469 214.6098971 +36.4742160  24.4222   0.0735
 470 214.6122289 +36.5061110  24.3313   0.1055
 471 214.6117742 +36.5000304  25.1835   0.2246
 472 214.6099157 +36.4752337  26.4853   0.1631
 473 214.6096994 +36.4731799  25.9512   0.1015
 474 214.6120050 +36.5042041  25.4101   0.1338
 475 214.6104718 +36.4843121  25.2769   0.2034
 476 214.6098177 +36.4757682  25.6094   0.1368
 477 214.6109069 +36.4909408  23.9235   0.1171
 478 214.6112741 +36.4973791  24.2658   0.1506
 479 214.6119764 +36.5075956  26.1676   0.1795
 480 214.6121348 +36.5103021  26.1648   0.1659
 481 214.6120961 +36.5099584  25.8195   0.1160
 482 214.6102851 +36.4863923  25.2599   0.2161
 483 214.6110558 +36.4970027  24.4784   0.1382
 484 214.6096677 +36.4792131  25.3769   0.1949
 485 214.6108215 +36.4957146  23.1982   0.0881
 486 214.6102068 +36.4870268  24.4073   0.1566
 487 214.6101786 +36.4877752  24.1652   0.1010
 488 214.6105317 +36.4941193  22.2026   0.0934
 489 214.6097598 +36.4843515  23.4707   0.0856
 490 214.6115887 +36.5099161  24.5252   0.0489
 491 214.6108155 +36.4987115  24.8403   0.1257
 492 214.6102767 +36.4923267  24.1210   0.1297
 493 214.6110757 +36.5041716  24.5778   0.1503
 494 214.6107469 +36.5016286  23.6002   0.1209
 495 214.6113562 +36.5104445  23.3915   0.0407
 496 214.6113859 +36.5102251  24.5819   0.0911
 497 214.6099799 +36.4906341  24.1556   0.1321
 498 214.6100641 +36.4941661  21.5186   0.0449
 499 214.6098159 +36.4852605  23.4115   0.0897
 500 214.6086120 +36.4741128  26.1728   0.1160
 501 214.6087060 +36.4807722  21.3383   0.0132
 502 214.6089522 +36.4798204  24.5627   0.1025
 503 214.6088841 +36.4787237  24.7958   0.1537
 504 214.6086651 +36.4767303  22.5330   0.0107
 505 214.6108184 +36.5067682  23.1325   0.0443
 506 214.6093980 +36.4883088  22.4230   0.0824
 507 214.6091822 +36.4878757  22.4208   0.0812
 508 214.6089237 +36.4813399  23.3313   0.0559
 509 214.6086302 +36.4812105  25.0202   0.1491
 510 214.6091005 +36.4826061  25.4478   0.2241
 511 214.6089555 +36.4821770  24.1288   0.1083
 512 214.6087142 +36.4785365  25.6981   0.2697
 513 214.6105982 +36.5052112  23.7610   0.0600
 514 214.6101845 +36.4986036  23.6201   0.0688
 515 214.6112054 +36.5043780  23.3262   0.0725
 516 214.6103384 +36.5017533  24.3297   0.1449
 517 214.6090653 +36.4847278  24.9925   0.1277
 518 214.6097524 +36.4941770  23.3719   0.1979
 519 214.6103827 +36.5034734  24.4353   0.1228
 520 214.6100469 +36.4999499  23.2874   0.0489
 521 214.6099698 +36.4989851  23.4985   0.0591
 522 214.6083974 +36.4777330  24.5903   0.1145
 523 214.6082381 +36.4778974  24.1369   0.0477
 524 214.6106547 +36.5091152  24.2032   0.0417
 525 214.6095787 +36.4948515  23.5860   0.1129
 526 214.6091721 +36.4899473  23.6115   0.1564
 527 214.6089630 +36.4889911  21.5074   0.0642
 528 214.6078849 +36.4757437  21.4303   0.0051
 529 214.6088208 +36.4872384  23.9831   0.0842
 530 214.6082590 +36.4799642  23.9278   0.0384
 531 214.6081418 +36.4782683  24.8054   0.1627
 532 214.6080934 +36.4784467  24.7946   0.1426
 533 214.6080314 +36.4765450  24.9138   0.1206
 534 214.6099046 +36.5048940  20.2964   0.0061
 535 214.6102749 +36.5080595  25.3816   0.1833
 536 214.6098425 +36.5021335  24.4166   0.1374
 537 214.6087105 +36.4864151  25.2556   0.1506
 538 214.6093098 +36.4969306  24.5056   0.1360
