 -117.411   94.000   55.000   38.891   64.000    0.250    1.000   32.608   26.000    0.192
 -113.412   96.000   43.000   30.406   22.000    0.150    2.000   56.170   27.000    0.254
 -112.340  109.000   42.000   29.698    3.000    0.122    3.000   76.634   27.000    0.462
 -107.499  117.000   36.000   25.456    1.000    0.164    4.000  121.862   27.000    3.066
