1  137.73375000 60.05608333 1181.3 1  1   1
2  137.74833333 60.03713889 1133.9 1  1   1
3  137.74958333 60.06069444 1134.4 1  1   1
4  137.75541667 60.05086111 1172.1 1  1   1
5  137.75875000 60.00350000 1323.1 1  1   1
6  137.75875000 60.04383333 1181.1 1  1   1
7  137.76208333 60.02000000 1179.1 1  1   1
8  137.76208333 60.06950000 1147.4 1  1   1
9  137.76208333 60.07525000 1245.7 1  1   1
10 137.76625000 60.01938889 1251.7 1  1   1
11 137.76625000 60.08669444 1422.5 1  1   1
12 137.76833333 60.05377778 1275.8 1  1   1
13 137.77208333 60.03436111 1156.7 1  1   1
14 137.77416667 60.03980556 1341.6 1  1   1
15 137.77791667 60.03419444 1384.6 1  1   1
16 137.77958333 60.09041667 1409.4 1  1   1
17 137.78583333 60.03158333 1070.7 1  1   1
18 137.78958333 60.01436111 1548.3 1  1   1
19 137.79250000 60.02538889 1295.4 1  1   1
20 137.79416667 60.02133333 1564.8 1  1   1
21 137.79666667 60.04097222 1209.3 1  1   1
22 137.79791667 60.00236111 1235.9 1  1   1
23 137.80208333 60.04813889 1126.1 1  1   1
24 137.80458333 60.02811111 1262.2 1  1   1
25 137.80791667 60.05500000 1235.0 1  1   1
26 137.80791667 59.98775000 1397.1 1  1   1
27 137.80791667 60.04147222 1286.1 1  1   1
28 137.80958333 60.10491667 1285.3 1  1   1
29 137.80958333 60.05094444 1167.0 1  1   1
30 137.81166667 60.07308333 1449.5 1  1   1
31 137.81375000 60.03722222 1192.3 1  1   1
32 137.81583333 60.04797222 1203.3 1  1   1
33 137.81750000 60.02805556 1113.2 1  1   1
34 137.81916667 60.02191667 1180.5 1  1   1
35 137.82208333 60.02305556 1347.5 1  1   1
36 137.82250000 60.05516667 1291.6 1  1   1
37 137.82416667 60.04222222 1199.7 1  1   1
38 137.82458333 60.02402778 1099.9 1  1   1
39 137.82500000 60.02686111 1124.6 1  1   1
40 137.82583333 60.03230556 1441.1 1  1   1
41 137.82708333 60.07830556 1051.3 1  1   1
42 137.82833333 60.07416667 1551.9 1  1   1
43 137.83208333 60.01119444 1334.8 1  1   1
44 137.83291667 59.98452778 1402.4 1  1   1
45 137.83416667 60.01636111 1289.5 1  1   1
46 137.83583333 60.05627778 1316.6 1  1   1
47 137.83583333 59.97927778 1358.3 1  1   1
48 137.83750000 60.02200000 1294.6 1  1   1
49 137.83791667 60.04044444 1068.6 1  1   1
50 137.83791667 60.03916667 1038.8 1  1   1
51 137.83875000 60.06261111 1122.1 1  1   1
52 137.83958333 60.04111111 1277.7 1  1   1
53 137.84000000 60.04844444 1248.8 1  1   1
54 137.84000000 60.06166667 1266.3 1  1   1
55 137.84166667 60.03569444 1161.0 1  1   1
56 137.84250000 60.07508333 1258.9 1  1   1
57 137.84375000 60.05030556 1327.9 1  1   1
58 137.84416667 60.01477778 1264.9 1  1   1
59 137.84458333 60.05130556 1483.1 1  1   1
60 137.84583333 60.06016667 1368.8 1  1   1
61 137.84625000 60.05172222 1517.5 1  1   1
62 137.84875000 59.99638889 1343.6 1  1   1
63 137.84875000 60.02483333 1407.4 1  1   1
64 137.84916667 60.03136111 1191.2 1  1   1
65 137.84916667 60.02055556 1346.5 1  1   1
66 137.85000000 60.04661111 1225.8 1  1   1
67 137.85000000 60.03055556 1181.1 1  1   1
68 137.85041667 60.01019444 1478.4 1  1   1
69 137.85083333 60.05288889 1338.4 1  1   1
70 137.85166667 60.07872222 1526.7 1  1   1
71 137.85208333 60.06733333 1591.1 1  1   1
72 137.85291667 60.02091667 1206.2 1  1   1
73 137.85375000 60.06208333 949.8  1  1   1
74 137.85416667 60.04019444 1378.4 1  1   1
75 137.85500000 60.03050000 1354.1 1  1   1
76 137.85541667 60.02913889 1180.6 1  1   1
77 137.85625000 60.03986111 1192.7 1  1   1
78 137.85666667 60.00969444 1474.9 1  1   1
79 137.85708333 60.04963889 1154.4 1  1   1
80 137.85708333 60.03477778 1124.1 1  1   1
81 137.85791667 60.02791667 1313.3 1  1   1
82 137.85833333 59.98061111 1516.4 1  1   1
83 137.86083333 60.05338889 1399.8 1  1   1
84 137.86083333 60.07755556 1404.1 1  1   1
85 137.86083333 60.03277778 1476.9 1  1   1
86 137.86125000 60.00080556 1332.8 1  1   1
87 137.86208333 60.03227778 1106.0 1  1   1
88 137.86208333 60.03925000 1019.1 1  1   1
89 137.86375000 60.04625000 1213.3 1  1   1
90 137.86416667 60.06058333 1275.6 1  1   1
91 137.86416667 60.04325000 1387.5 1  1   1
92 137.86458333 60.02872222 1031.0 1  1   1
93 137.86500000 60.00172222 1326.1 1  1   1
94 137.86583333 60.10766667 1891.8 1  1   1
95 137.86625000 60.02216667 1537.8 1  1   1
96 137.86666667 60.05202778 1248.7 1  1   1
97 137.86666667 60.02941667 1317.8 1  1   1
98 137.86833333 60.03122222 1277.7 1  1   1
99 137.86875000 60.04327778 1321.9 1  1   1
100 137.86958333 60.02752778 1633.11  1   1
101 137.87041667 59.99841667 1166.21  1   1
102 137.87041667 59.99477778 1401.11  1   1
103 137.87083333 60.00677778 1048.91  1   1
104 137.87125000 60.04830556 1446.01  1   1
105 137.87250000 60.05113889 1411.61  1   1
106 137.87250000 60.05922222 1545.61  1   1
107 137.87375000 60.00966667 1430.61  1   1
108 137.87458333 60.03058333 1294.41  1   1
109 137.87541667 60.02413889 942.5 1  1   1
110 137.87625000 60.03561111 1583.21  1   1
111 137.87666667 60.05330556 1133.91  1   1
112 137.87666667 60.03063889 1281.11  1   1
113 137.87708333 60.00805556 1445.01  1   1
114 137.87750000 60.03527778 1025.61  1   1
115 137.87750000 60.05588889 1339.41  1   1
116 137.87833333 60.05061111 1470.51  1   1
117 137.87833333 60.03372222 1187.71  1   1
118 137.87875000 60.07591667 1128.81  1   1
119 137.87875000 60.00061111 1288.01  1   1
120 137.87916667 60.03019444 1374.21  1   1
121 137.87958333 60.02722222 1180.21  1   1
122 137.88041667 60.02461111 1209.11  1   1
123 137.88041667 60.02936111 1271.51  1   1
124 137.88166667 60.00180556 1381.71  1   1
125 137.88208333 60.00858333 1411.51  1   1
126 137.88250000 60.03255556 1333.51  1   1
127 137.88250000 60.05586111 1292.61  1   1
128 137.88291667 60.00525000 1127.11  1   1
129 137.88541667 60.00025000 1331.11  1   1
130 137.88583333 60.02550000 1483.81  1   1
131 137.88708333 60.05719444 1340.31  1   1
132 137.88875000 60.03155556 1270.51  1   1
133 137.88916667 59.99483333 1501.71  1   1
134 137.89083333 60.02500000 1404.91  1   1
135 137.89083333 60.04591667 1327.81  1   1
136 137.89166667 60.04647222 1330.81  1   1
137 137.89250000 59.98888889 1585.01  1   1
138 137.89291667 60.06908333 1158.81  1   1
139 137.89333333 60.04691667 1746.41  1   1
140 137.89458333 59.97600000 1527.61  1   1
141 137.89541667 60.00336111 1167.91  1   1
142 137.89750000 60.01933333 1460.71  1   1
143 137.89833333 60.05197222 1380.11  1   1
144 137.89875000 60.02605556 1500.71  1   1
145 137.89875000 60.04336111 1339.91  1   1
146 137.89958333 60.07072222 1468.81  1   1
147 137.90208333 60.02641667 1271.41  1   1
148 137.90500000 60.05447222 1393.21  1   1
149 137.90583333 60.05091667 1271.41  1   1
150 137.90625000 60.10252778 1472.71  1   1
151 137.90708333 60.05552778 1777.81  1   1
152 137.90750000 60.05705556 1476.51  1   1
153 137.90916667 60.05166667 1268.01  1   1
154 137.91000000 60.02483333 1569.61  1   1
155 137.91083333 60.06194444 1265.21  1   1
156 137.91291667 60.02130556 1486.61  1   1
157 137.91375000 60.07525000 1346.81  1   1
158 137.91500000 60.05844444 1179.81  1   1
159 137.91666667 60.04744444 1488.71  1   1
160 137.91666667 60.00519444 1491.61  1   1
161 137.91708333 60.00694444 1395.71  1   1
162 137.91750000 60.02047222 1394.21  1   1
163 137.91791667 60.07022222 1283.71  1   1
164 137.91958333 59.99519444 1457.01  1   1
165 137.92000000 60.06580556 1536.81  1   1
166 137.92166667 60.01752778 1352.51  1   1
167 137.92166667 60.03636111 1265.81  1   1
168 137.92333333 60.05013889 1807.61  1   1
169 137.92333333 60.03094444 1170.51  1   1
170 137.92416667 60.02644444 1313.91  1   1
171 137.92416667 60.01075000 1601.11  1   1
172 137.92416667 60.03994444 1825.41  1   1
173 137.92500000 60.06894444 1425.91  1   1
174 137.92625000 60.04497222 1407.41  1   1
175 137.92708333 60.01427778 1488.01  1   1
176 137.92750000 60.04347222 1439.71  1   1
177 137.92833333 60.01100000 1190.81  1   1
178 137.92875000 60.02383333 1595.31  1   1
179 137.92958333 59.99180556 1547.81  1   1
180 137.93041667 60.02544444 1368.01  1   1
181 137.93125000 60.05291667 1605.11  1   1
182 137.93208333 60.02952778 1371.41  1   1
183 137.93291667 60.02694444 1432.91  1   1
184 137.93291667 60.04975000 1618.01  1   1
185 137.93291667 60.00844444 1433.31  1   1
186 137.93333333 60.04444444 1740.41  1   1
187 137.93375000 60.03552778 1454.81  1   1
188 137.93375000 60.01536111 1630.91  1   1
189 137.93416667 60.02919444 1402.91  1   1
190 137.93541667 60.01141667 1383.31  1   1
191 137.93541667 60.03666667 1605.61  1   1
192 137.93583333 60.03025000 1526.71  1   1
193 137.93625000 60.04113889 1697.11  1   1
194 137.93625000 60.02438889 1545.31  1   1
195 137.93666667 60.00925000 1398.51  1   1
196 137.93750000 60.03269444 1345.01  1   1
197 137.93875000 60.07102778 1270.11  1   1
198 137.93916667 60.04786111 1336.41  1   1
199 137.94000000 60.03297222 1578.81  1   1
200 137.94000000 60.05977778 1501.01  1   1
201 137.94041667 60.04105556 1613.41  1   1
202 137.94166667 60.02958333 1396.71  1   1
203 137.94416667 60.04038889 1608.41  1   1
204 137.94458333 60.03883333 1525.11  1   1
205 137.94500000 60.02902778 1573.81  1   1
206 137.94500000 60.03708333 1488.21  1   1
207 137.94541667 60.06300000 1505.41  1   1
208 137.94583333 60.05497222 1560.51  1   1
209 137.94708333 60.08916667 1235.41  1   1
210 137.94708333 60.04177778 1589.31  1   1
211 137.94708333 60.04625000 1255.21  1   1
212 137.95000000 60.06355556 1248.41  1   1
213 137.95083333 60.06463889 1256.21  1   1
214 137.95166667 60.03011111 1386.41  1   1
215 137.95208333 60.02438889 1390.01  1   1
216 137.95208333 60.00869444 1273.11  1   1
217 137.95375000 60.04897222 1584.21  1   1
218 137.95500000 60.03897222 1347.91  1   1
219 137.95583333 60.03219444 1467.41  1   1
220 137.95625000 59.98858333 1361.41  1   1
221 137.95625000 60.04327778 1437.31  1   1
222 137.95625000 60.02433333 1279.91  1   1
223 137.95666667 60.03477778 835.7 1  1   1
224 137.95791667 60.05266667 1381.91  1   1
225 137.95875000 60.04250000 1614.91  1   1
226 137.95916667 60.04338889 1739.01  1   1
227 137.95916667 60.04491667 1844.31  1   1
228 137.95916667 60.02280556 1444.41  1   1
229 137.96000000 60.03772222 1454.11  1   1
230 137.96125000 60.01250000 1413.01  1   1
231 137.96166667 60.01533333 1334.91  1   1
232 137.96250000 60.00516667 1622.81  1   1
233 137.96250000 60.05825000 1407.81  1   1
234 137.96333333 60.04225000 1478.91  1   1
235 137.96416667 59.99200000 1433.41  1   1
236 137.96416667 60.02330556 1602.31  1   1
237 137.96458333 60.04261111 1473.71  1   1
238 137.96500000 60.03658333 1589.51  1   1
239 137.96500000 60.01775000 1423.71  1   1
240 137.96541667 60.00752778 1501.61  1   1
241 137.96583333 60.04411111 1671.61  1   1
242 137.96666667 60.04636111 1459.01  1   1
243 137.96750000 59.99605556 1238.01  1   1
244 137.97000000 60.03427778 1214.71  1   1
245 137.97083333 60.03880556 1438.01  1   1
246 137.97083333 60.04172222 1451.31  1   1
247 137.97208333 60.01238889 1376.01  1   1
248 137.97250000 60.03038889 1562.81  1   1
249 137.97250000 59.99233333 1501.11  1   1
250 137.97291667 60.04088889 1344.41  1   1
251 137.97333333 60.03272222 1591.71  1   1
252 137.97416667 60.07002778 1491.21  1   1
253 137.97416667 60.03438889 1474.51  1   1
254 137.97416667 60.04783333 1398.81  1   1
255 137.97500000 60.03888889 1496.51  1   1
256 137.97583333 59.97794444 1595.01  1   1
257 137.97666667 60.02127778 1268.21  1   1
258 137.97666667 60.05119444 1673.71  1   1
259 137.97666667 60.05247222 1370.21  1   1
260 137.97666667 60.05625000 1363.61  1   1
261 137.97791667 60.03727778 1320.61  1   1
262 137.97875000 60.02555556 1587.91  1   1
263 137.97958333 60.06430556 1154.11  1   1
264 137.98000000 60.03625000 1258.21  1   1
265 137.98000000 60.09358333 1470.31  1   1
266 137.98041667 60.03269444 1393.41  1   1
267 137.98291667 60.01769444 1553.11  1   1
268 137.98291667 60.06830556 1380.01  1   1
269 137.98333333 60.03808333 1225.91  1   1
270 137.98500000 60.03986111 1549.21  1   1
271 137.98500000 59.99327778 1241.61  1   1
272 137.98583333 60.05977778 1474.81  1   1
273 137.98583333 60.07794444 1438.41  1   1
274 137.98750000 60.01955556 1362.41  1   1
275 137.98750000 60.00344444 1743.41  1   1
276 137.99166667 60.05811111 1547.41  1   1
277 137.99208333 60.03175000 1665.91  1   1
278 137.99250000 60.05580556 1272.01  1   1
279 137.99333333 60.04425000 1353.81  1   1
280 137.99375000 60.05330556 1083.61  1   1
281 137.99750000 60.04169444 1556.91  1   1
282 137.99791667 60.04611111 1460.61  1   1
283 137.99833333 60.00741667 1654.61  1   1
284 138.00000000 60.05330556 1530.91  1   1
285 138.00000000 60.03452778 1705.71  1   1
286 138.00083333 60.07308333 1295.51  1   1
287 138.00125000 60.08744444 1342.01  1   1
288 138.00291667 60.09275000 1279.71  1   1
289 138.00333333 60.01436111 1103.61  1   1
290 138.00625000 60.05447222 1446.11  1   1
291 138.01083333 60.03441667 1328.21  1   1
292 138.01208333 60.00113889 1342.61  1   1
