      1  151.31569  -07.71432 9999.  18.394   17.375  
      2  151.29079  -07.72055 9999.  19.989   18.992  
      3  151.30457  -07.73273   494  19.915   18.941  
      4  151.32600  -07.73550  1123  20.021   18.968  
      5  151.33399  -07.69550   682  20.091   19.062  
      6  151.33824  -07.69362  1028  19.858   19.012  
      7  151.28997  -07.70015   697  20.263   19.174  
      8  151.30495  -07.70476 9999.  20.209   19.217  
      9  151.34854  -07.69828   736  19.909   19.159  
     10  151.29516  -07.72877 9999.  20.138   19.205  
     11  151.31777  -07.70977 9999. 999.999  999.999  
     12  151.32141  -07.71324   813  20.520   19.466  
     13  151.29757  -07.74981   426  20.394   19.513  
     14  151.31993  -07.77963 9999.  20.623   19.660  
     15  151.32146  -07.72199   696  20.672   19.644  
     16  151.30476  -07.73963 9999. 999.999  999.999  
     17  151.27533  -07.74115   439  20.767   19.692  
     18  151.31145  -07.64939   881  20.877   19.805  
     19  151.29709  -07.70590   740  20.675   19.875  
     20  151.32934  -07.73932   925  20.591   19.821  
     21  151.31001  -07.72605   590  20.744   19.913  
     22  151.30355  -07.71287  1035  21.224   20.128  
     23  151.25209  -07.71343   499  20.780   19.965  
     24  151.34531  -07.68497   809  20.913   20.113  
     25  151.29960  -07.69867   930  21.169   20.153  
     26  151.28990  -07.74084   564  21.333   20.193  
     27  151.29268  -07.73268 9999.  21.062   20.177  
     28  151.31986  -07.71875   739  21.024   20.161  
     29  151.31859  -07.71638 9999.  21.044   20.225  
     30  151.29952  -07.70349   750  21.246   20.255  
     31  151.31060  -07.70473   586  21.484   20.352  
     32  151.33969  -07.69441   706  21.235   20.297  
     33  151.33092  -07.69849   949  21.074   20.252  
     34  151.31785  -07.71313 9999.  21.240   20.210  
     35  151.31601  -07.70399   821  21.546   20.336  
     36  151.33046  -07.73878   580  21.057   20.263  
     37  151.27674  -07.72272   480  21.626   20.498  
     38  151.31318  -07.72569   546  21.294   20.408  
     39  151.29658  -07.66032   547  21.551   20.459  
     40  151.29137  -07.72444   480  21.207   20.388  
     41  151.30399  -07.72770   456  21.085   20.274  
     42  151.30523  -07.73458   531  21.547   20.502  
     43  151.31516  -07.71330 9999.  20.800   19.934  
     44  151.30996  -07.70172   724  21.161   20.434  
     45  151.30725  -07.73709 9999.  21.562   20.484  
     46  151.31406  -07.71562 9999.  20.628   19.854  
     47  151.33598  -07.69075   910  21.676   20.588  
     48  151.29737  -07.73460   684  21.609   20.509  
     49  151.31834  -07.70579   959  21.437   20.336  
     50  151.30069  -07.75947   569  21.741   20.631  
     51  151.28257  -07.79812   492  21.202   20.403  
     52  151.32188  -07.73340 9999.  21.420   20.561  
     53  151.35951  -07.73145   592  21.301   20.525  
     54  151.32618  -07.71618   407  21.406   20.633  
     55  151.28081  -07.72809   597  21.743   20.601  
     56  151.31108  -07.73175   702  21.892   20.762  
     57  151.28358  -07.70455   798  22.024   20.875  
     58  151.33394  -07.70400   846  21.438   20.647  
     59  151.31760  -07.70407 9999.  21.855   20.757  
     60  151.30442  -07.72723 9999.  21.446   20.631  
     61  151.24250  -07.75812   711  21.883   20.826  
     62  151.31036  -07.72183 9999. 999.999  999.999  
     63  151.29295  -07.75745   441  21.584   20.745  
     64  151.29448  -07.74017   364  21.880   20.775  
     65  151.34455  -07.68674   814  21.719   20.725  
     66  151.32309  -07.73116   782  21.640   20.771  
     67  151.30501  -07.69702   895  21.860   20.866  
     68  151.32670  -07.73641   702  21.676   20.865  
     69  151.31042  -07.72338 9999.  22.142   21.411  
     70  151.29846  -07.73156   510  21.938   20.917  
     71  151.27717  -07.74974   403  21.962   20.817  
     72  151.35380  -07.72102 9999.  21.945   20.913  
     73  151.28218  -07.79997   753  22.068   20.970  
     74  151.32764  -07.67487   573  22.038   20.950  
     75  151.32500  -07.72054   599  21.560   20.839  
     76  151.31950  -07.70111   876  22.313   21.100  
     77  151.33814  -07.71467   980  21.645   20.846  
     78  151.30553  -07.70735 9999.  22.059   21.035  
     79  151.24296  -07.75534   654  21.741   20.966  
     80  151.29952  -07.70830   689  22.167   20.997  
     81  151.30065  -07.75885   770  22.166   21.049  
     82  151.26983  -07.77811 9999.  22.269   21.080  
     83  151.27250  -07.72914   723  21.596   20.896  
     84  151.31571  -07.71719 9999.  22.088   21.189  
     85  151.33278  -07.70597   879  22.316   21.099  
     86  151.30651  -07.73635   596  21.875   21.023  
