#RA            DEC       g-i   gierr   i    ierr    CaT CaTerr Ecat    Z/H  Zerr  Ezh
151.262482  -07.732154   0.72  0.02  21.87  0.02   5.68  0.47  1.11  -1.14  0.21  0.51
151.262131  -07.674147   0.92  0.02  21.82  0.02   5.90  0.58  1.47  -1.03  0.27  0.68
151.242493  -07.758109   1.06  0.01  20.83  0.01   8.23  0.26  0.31   0.04  0.12  0.14
151.298462  -07.731563   1.02  0.12  20.92  0.08   8.75  0.65  0.63   0.28  0.30  0.29
151.276215  -07.671011   0.74  0.01  21.05  0.01   4.27  0.39  0.69  -1.78  0.18  0.32
151.335938  -07.710894   1.09  0.02  21.66  0.02   6.58  0.49  0.91  -0.72  0.23  0.42
151.328247  -07.704507   0.77  0.02  21.08  0.01   5.06  0.30  0.81  -1.42  0.14  0.37
151.311432  -07.649388   1.07  0.01  19.80  0.01   7.36  0.30  0.36  -0.36  0.14  0.17
151.290009  -07.708754   1.08  0.02  21.45  0.01   6.97  0.50  0.77  -0.54  0.23  0.35
151.313126  -07.735679   1.01  0.03  21.65  0.02   7.79  1.16  0.72  -0.16  0.54  0.33
151.386505  -07.661079   0.98  0.02  21.96  0.02   6.72  0.73  1.25  -0.66  0.34  0.57
151.256577  -07.646569   0.81  0.01  21.13  0.01   6.32  0.93  1.19  -0.84  0.43  0.55
151.272934  -07.744195   0.73  0.02  21.86  0.02   2.95  0.33  1.24  -2.39  0.15  0.57
151.332794  -07.705964   1.22  0.02  21.10  0.01   8.06  0.47  0.34  -0.04  0.21  0.16
151.338257  -07.693623   0.84  nan   19.01  nan    6.28  0.26  0.27  -0.86  0.12  0.12
151.293030  -07.721406   1.17  0.02  21.18  0.02   8.09  0.82  0.46  -0.02  0.38  0.21
151.289520  -07.663932   0.80  0.02  21.63  0.01   5.12  0.48  0.72  -1.39  0.22  0.33
151.305008  -07.697020   0.99  0.01  20.87  0.01   8.03  0.63  0.56  -0.05  0.29  0.26
151.217651  -07.736487   1.05  0.02  21.93  0.02   6.19  0.90  0.73  -0.90  0.41  0.34
151.242722  -07.725242   1.06  0.01  20.55  0.01   8.04  0.43  0.29  -0.05  0.20  0.13
151.306503  -07.736340   0.85  0.02  21.02  0.01   5.15  0.41  0.61  -1.38  0.19  0.28
151.329269  -07.695902   0.82  0.02  21.09  0.01   6.04  0.76  1.32  -0.97  0.35  0.61
151.300644  -07.758852   1.12  0.02  21.05  0.01   8.83  0.91  0.38   0.32  0.42  0.18
151.329514  -07.641075   0.72  0.01  20.67  0.01   4.06  0.30  0.42  -1.88  0.14  0.19
151.284637  -07.815101   0.98  0.02  21.47  0.01   9.33  0.95  0.44   0.55  0.44  0.20
151.293854  -07.680923   1.04  0.02  21.32  0.01   7.15  0.50  0.56  -0.46  0.23  0.26
151.320221  -07.686945   1.14  0.02  21.21  0.01   7.45  0.43  0.89  -0.32  0.20  0.41
151.358505  -07.645020   1.05  0.02  21.81  0.01   8.15  0.92  0.70   0.00  0.42  0.32
151.322632  -07.686235   0.84  0.02  21.36  0.01   6.34  0.49  0.91  -0.83  0.23  0.42
151.296570  -07.660322   1.09  0.01  20.46  0.01   7.60  0.27  0.51  -0.25  0.12  0.23
151.316025  -07.703975   1.21  0.02  20.34  0.01   8.66  0.52  0.36   0.24  0.24  0.17
151.334686  -07.678280   0.87  0.02  21.50  0.01   6.20  0.46  1.12  -0.90  0.21  0.52
151.304352  -07.806150   1.08  0.01  21.08  0.01   8.56  0.56  0.44   0.19  0.26  0.20
151.270599  -07.685785   0.73  0.02  21.58  0.01   5.18  0.29  0.97  -1.37  0.14  0.45
151.246506  -07.791864   1.08  0.01  19.94  0.01   7.91  0.33  0.31  -0.10  0.15  0.14
151.381256  -07.750796   1.05  0.01  21.06  0.01   8.12  0.65  0.97  -0.01  0.30  0.45
151.222397  -07.772308   1.06  0.01  21.00  0.01   8.61  0.32  0.30   0.22  0.15  0.14
151.273499  -07.717290   1.13  0.02  21.84  0.02   7.92  0.72  0.99  -0.10  0.33  0.45
151.297089  -07.705900   0.80  0.01  19.88  0.01   5.93  0.25  0.29  -1.02  0.11  0.13
151.256210  -07.742261   0.74  0.02  21.24  0.01   5.36  0.29  0.65  -1.28  0.13  0.30
151.276749  -07.722721   1.13  0.01  20.50  0.01   7.71  0.47  0.34  -0.20  0.22  0.15
151.354553  -07.715708   0.69  0.01  21.16  0.01   5.19  0.35  0.47  -1.36  0.16  0.22
151.339890  -07.677216   1.31  0.02  21.55  0.01   8.56  0.97  0.53   0.19  0.45  0.25
151.359512  -07.731451   0.78  0.01  20.52  0.01   4.70  0.31  0.64  -1.59  0.14  0.29
151.323090  -07.731152   0.87  0.01  20.77  0.01   6.91  0.45  0.59  -0.57  0.21  0.27
151.238708  -07.748375   0.83  0.02  21.93  0.02   4.95  0.36  1.42  -1.47  0.17  0.66
151.322769  -07.694806   1.11  0.03  21.75  0.02   6.34  0.49  0.99  -0.83  0.23  0.46
151.289673  -07.812870   0.75  0.02  21.57  0.01   4.59  0.57  0.80  -1.64  0.26  0.37
151.267899  -07.762677   1.19  0.02  21.55  0.01   7.72  0.73  0.61  -0.20  0.34  0.28
151.289551  -07.746073   0.77  0.02  21.59  0.02   5.55  0.54  1.40  -1.19  0.25  0.64
151.264038  -07.775244   0.83  0.01  21.04  0.01   5.50  0.36  0.63  -1.22  0.17  0.29
151.280807  -07.728090   1.14  0.01  20.60  0.01   8.51  0.48  0.38   0.17  0.22  0.17
151.345734  -07.667215   0.74  0.02  21.93  0.02   4.42  0.34  1.21  -1.72  0.15  0.56
151.339691  -07.694410   0.94  0.01  20.30  0.01   6.96  0.37  0.44  -0.54  0.17  0.20
151.305237  -07.734598   1.04  0.01  20.50  0.01   7.23  0.56  0.57  -0.42  0.26  0.26
151.336136  -07.624189   0.74  0.02  21.59  0.01   5.43  0.65  0.80  -1.25  0.30  0.37
151.308456  -07.738934   1.05  0.02  21.45  0.02   6.63  0.43  1.08  -0.70  0.20  0.50
151.310608  -07.704722   1.13  0.01  20.35  0.01   7.92  0.49  0.36  -0.10  0.23  0.17
151.367020  -07.790661   0.86  0.01  21.17  0.01   5.73  0.59  1.25  -1.11  0.27  0.57
151.322540  -07.625632   1.11  0.02  21.47  0.01   8.74  0.69  0.76   0.27  0.32  0.35
151.330460  -07.738787   0.79  0.01  20.26  0.01   6.05  0.31  0.34  -0.96  0.14  0.16
151.364594  -07.693063   0.75  0.02  21.82  0.02   5.24  0.52  1.39  -1.34  0.24  0.64
151.332993  -07.683229   1.04  0.02  21.76  0.02   7.54  1.05  0.80  -0.28  0.48  0.37
151.323242  -07.690867   0.76  0.02  21.58  0.02   4.83  0.64  0.84  -1.52  0.29  0.39
151.261215  -07.781116   0.75  0.02  21.49  0.01   4.98  0.26  0.65  -1.46  0.12  0.30
151.318329  -07.705782   1.10  0.13  20.34  0.07   9.33  0.48  0.51   0.55  0.22  0.23
151.373215  -07.668995   0.98  0.02  21.84  0.02   7.08  0.71  0.74  -0.49  0.33  0.34
151.337570  -07.811136   1.01  0.02  21.73  0.01   8.06  0.86  0.75  -0.04  0.40  0.34
151.326187  -07.716174   0.77  0.01  20.63  0.01   5.22  0.28  0.65  -1.35  0.13  0.30
151.302612  -07.740730   1.06  0.01  19.37  0.01   7.02  0.30  0.39  -0.52  0.14  0.18
