A     109  151.30057  -07.73230   22.070   0.010   21.061   0.014   22.172   0.018   21.562   0.020   21.268   0.023    1.77  9999.  N    0  Simbad
A     110  151.33005  -07.69855   22.361   0.009   21.066   0.009   22.307   0.022   21.608   0.023   21.314   0.020    2.44  9999.  N    0  Simbad
A     111  151.33310  -07.69467   22.022   0.007   21.067   0.008   22.061   0.012   21.457   0.014   21.275   0.014    3.57    796  N    0  Simbad
A     112  151.34456  -07.72370   22.498   0.008   21.070   0.006   22.507   0.012   21.746   0.013   21.387   0.012    1.60  9999.  N    0  Simbad
A     113  151.29385  -07.68092   22.287   0.007   21.074   0.006   22.361   0.011   21.650   0.013   21.321   0.011    1.44    463  N    1  Simbad
A     114  151.31683  -07.70996   22.073   0.017   21.078   0.027  999.999 999.999  999.999 999.999  999.999 999.999    1.58  9999.  N    0  Simbad
A     115  151.34202  -07.64173   22.382   0.007   21.086   0.006   22.375   0.012   21.662   0.013   21.333   0.011    2.30  9999.  N    0  Simbad
A     116  151.35372  -07.73506   22.654   0.009   21.107   0.006   22.608   0.013   21.779   0.015   21.389   0.012    2.11    650  N    1  Simbad
A     117  151.25620  -07.74228   21.933   0.006   21.107   0.006   21.980   0.010   21.450   0.012   21.241   0.012    2.37    711  N    1  Simbad
A     118  151.27446  -07.78026   22.039   0.006   21.112   0.006   22.070   0.009   21.443   0.011   21.237   0.010    2.49  9999.  N    0  Simbad
A     119  151.32265  -07.68624   22.137   0.007   21.129   0.007   22.202   0.011   21.617   0.013   21.364   0.013    1.57    809  N    1  Simbad
A     120  151.33616  -07.69208   22.030   0.007   21.130   0.008   22.016   0.011   21.394   0.012   21.222   0.013    2.78    886  N    1  Simbad
A     121  151.29001  -07.70874   22.509   0.009   21.132   0.007   22.528   0.014   21.782   0.016   21.449   0.015    2.51    437  N    1  Simbad
A     122  151.30089  -07.72051   22.250   0.022   21.141   0.033   21.381   0.208   20.574   0.208   20.671   0.246  999.99  9999.  N    0  Simbad
A     123  151.29481  -07.72627   22.540   0.014   21.144   0.014   22.585   0.026   21.888   0.029   21.543   0.028    1.51    610  N    1  Simbad
A     124  151.32542  -07.66694   21.963   0.006   21.157   0.007   21.986   0.009   21.488   0.011   21.324   0.011    1.86   1033  N    1  Simbad
A     125  151.23902  -07.72341   22.078   0.006   21.164   0.006   22.133   0.010   21.528   0.012   21.315   0.011    2.24    579  N    1  Simbad
A     126  151.31380  -07.64910   22.020   0.006   21.166   0.007   21.957   0.009   21.425   0.011   21.260   0.010    2.54  9999.  N    0  Simbad
A     127  151.31344  -07.73347   22.388   0.010   21.176   0.009   22.449   0.014   21.731   0.016   21.459   0.017    1.15    841  N    1  Simbad
A     128  151.30844  -07.73893   22.382   0.009   21.195   0.008   22.505   0.015   21.751   0.017   21.450   0.017    0.82    601  N    1  Simbad
A     129  151.29606  -07.76474   22.715   0.009   21.207   0.007   22.879   0.016   22.060   0.017   21.632   0.015    3.24  9999.  N    0  Simbad
A     130  151.30453  -07.79350   22.111   0.007   21.212   0.007   22.142   0.010   21.589   0.012   21.369   0.011    2.37    528  N    0  Simbad
A     131  151.33990  -07.67722   22.902   0.013   21.227   0.008   22.863   0.017   21.963   0.017   21.549   0.014    5.08    887  N    1  Simbad
A     132  151.28665  -07.78976   22.664   0.009   21.230   0.006   22.748   0.014   21.949   0.015   21.608   0.013    0.82  9999.  N    0  Simbad
A     133  151.29012  -07.72928   22.625   0.013   21.262   0.013   22.630   0.023   21.830   0.022   21.533   0.023    4.50    673  N    1  Simbad
A     134  151.32255  -07.62564   22.575   0.008   21.268   0.006   22.581   0.013   21.815   0.013   21.474   0.012    1.76    773  N    1  Simbad
A     135  151.32359  -07.70407   22.120   0.010   21.271   0.017   22.254   0.136   21.537   0.138   21.358   0.120    1.85  9999.  N    0  Simbad
A     136  151.30088  -07.72655   22.669   0.064   21.276   0.072  999.999 999.999  999.999 999.999  999.999 999.999  999.99  9999.  N    0  Simbad
A     137  151.30274  -07.72625   22.150   0.030   21.281   0.053   20.965   0.214   20.214   0.231   20.388   0.289  999.99  9999.  N    0  Simbad
A     138  151.26789  -07.76267   22.761   0.010   21.284   0.007   22.735   0.015   21.917   0.016   21.547   0.014    2.61    471  N    1  Simbad
A     139  151.34301  -07.67890   22.579   0.010   21.291   0.009   22.380   0.012   21.639   0.013   21.382   0.013    4.45  9999.  N    0  Simbad
A     140  151.32200  -07.70178   22.170   0.010   21.292   0.016   21.913   0.059   21.293   0.059   21.274   0.069    2.01    736  N    0  Simbad
A     141  151.31010  -07.66781   22.686   0.010   21.309   0.007   22.750   0.014   22.009   0.016   21.636   0.014    1.50    794  N    1  Simbad
A     142  151.31316  -07.76240   22.639   0.010   21.319   0.008   22.578   0.013   21.826   0.015   21.493   0.013    3.73  9999.  N    0  Simbad
A     143  151.34301  -07.70015   22.707   0.010   21.324   0.008   22.738   0.015   21.986   0.017   21.659   0.015    1.60  9999.  N    0  Simbad
A     144  151.27810  -07.71564   22.131   0.007   21.332   0.008   22.127   0.010   21.618   0.013   21.454   0.014    6.25  9999.  N    0  Simbad
A     145  151.30327  -07.73499   22.223   0.009   21.335   0.013   22.287   0.016   21.683   0.019   21.461   0.022    1.96  9999.  N    1  Simbad
A     146  151.33593  -07.71089   22.754   0.010   21.347   0.008   22.753   0.016   21.958   0.018   21.659   0.017    1.74    810  N    1  Simbad
A     147  151.26123  -07.78111   22.206   0.006   21.354   0.007   22.242   0.010   21.699   0.013   21.490   0.012    2.42    637  N    1  Simbad
A     148  151.33470  -07.67828   22.343   0.008   21.356   0.008   22.365   0.012   21.745   0.014   21.495   0.013    2.54    879  N    1  Simbad
A     149  151.32760  -07.70070   22.296   0.009   21.368   0.014   22.279   0.033   21.777   0.043   21.616   0.040    3.48  9999.  N    0  Simbad
A     150  151.30977  -07.76002   22.314   0.008   21.378   0.008   22.328   0.011   21.718   0.014   21.496   0.014    2.24  9999.  N    0  Simbad
A     151  151.25646  -07.75180   22.239   0.007   21.381   0.008   22.218   0.011   21.674   0.013   21.502   0.014    4.47  9999.  N    0  Simbad
A     152  151.23955  -07.73024   22.326   0.007   21.388   0.007   22.271   0.012   21.706   0.014   21.530   0.015    2.71  9999.  N    0  Simbad
A     153  151.31200  -07.75132   22.754   0.011   21.389   0.009   22.828   0.016   21.961   0.017   21.641   0.016    1.20  9999.  N    0  Simbad
A     154  151.30022  -07.72266   22.812   0.038   21.394   0.041   21.519   0.263   20.746   0.279   20.779   0.296  999.99  9999.  N    0  Simbad
A     155  151.29957  -07.75877   22.809   0.011   21.397   0.008   22.774   0.015   21.964   0.017   21.620   0.016    3.58    582  N    1  Simbad
A     156  151.28955  -07.74607   22.292   0.008   21.411   0.010   22.359   0.013   21.797   0.018   21.587   0.020    2.42    471  N    1  Simbad
A     157  151.28969  -07.81287   22.242   0.007   21.417   0.007   22.316   0.010   21.736   0.013   21.566   0.013    1.57    658  N    1  Simbad
A     158  151.32279  -07.69481   22.948   0.013   21.424   0.011   22.857   0.021   22.094   0.022   21.746   0.020    2.54    997  N    1  Simbad
A     159  151.30684  -07.75876   22.351   0.008   21.428   0.008   22.376   0.012   21.783   0.014   21.570   0.014    3.48    510  N    1  Simbad
A     160  151.31311  -07.73569   22.706   0.012   21.431   0.010   22.661   0.016   21.961   0.019   21.648   0.020    2.87    525  N    1  Simbad
A     161  151.32326  -07.69087   22.326   0.008   21.431   0.010   22.345   0.013   21.811   0.017   21.583   0.017    2.05    539  N    1  Simbad
A     162  151.30532  -07.72836   22.812   0.021   21.432   0.023  999.999 999.999  999.999 999.999  999.999 999.999  999.99  9999.  N    0  Simbad
A     163  151.31357  -07.70863   22.300   0.016   21.435   0.029   21.691   0.172   20.944   0.182   21.080   0.227    2.02  9999.  N    0  Simbad
A     164  151.30139  -07.73703   22.408   0.010   21.453   0.012   22.475   0.017   21.885   0.021   21.665   0.024    1.81  9999.  N    0  Simbad
A     165  151.33301  -07.68322   22.740   0.010   21.462   0.010   22.804   0.016   22.080   0.019   21.761   0.017    2.05    603  N    1  Simbad
A     166  151.37296  -07.71161   22.807   0.011   21.466   0.008   22.858   0.016   22.111   0.017   21.772   0.015    2.66  9999.  N    0  Simbad
A     167  151.27350  -07.71728   22.901   0.011   21.469   0.008   22.969   0.016   22.178   0.018   21.843   0.017    1.10    750  Y    1  Simbad
A     168  151.30385  -07.74574   22.883   0.012   21.470   0.010   22.909   0.018   22.166   0.020   21.754   0.018    1.57    428  N    1  Simbad
A     169  151.29379  -07.73432   23.139   0.034   21.479   0.027   22.722   0.244   21.795   0.196   21.516   0.157  999.99  9999.  N    0  Simbad
A     170  151.29497  -07.69207   22.329   0.008   21.486   0.008   22.361   0.012   21.844   0.015   21.631   0.015    1.69  9999.  N    0  Simbad
A     171  151.29385  -07.72198   22.972   0.018   21.486   0.015   23.067   0.032   22.253   0.033   21.821   0.031    0.77  9999.  Y    0  Simbad
A     172  151.30643  -07.71025   22.698   0.017   21.487   0.019   22.740   0.034   22.061   0.030   21.747   0.031    1.51  9999.  N    0  Simbad
A     173  151.34850  -07.68295   22.796   0.011   21.490   0.009   22.765   0.015   21.973   0.017   21.710   0.016    4.35    939  N    1  Simbad
A     174  151.33225  -07.69399   22.950   0.014   21.505   0.013   22.975   0.022   22.139   0.022   21.808   0.021    2.05  9999.  N    0  Simbad
A     175  151.24723  -07.72644   22.462   0.008   21.507   0.009   22.575   0.012   21.954   0.015   21.706   0.014    2.68    678  N    1  Simbad
A     176  151.27568  -07.72614   22.883   0.011   21.520   0.009   22.920   0.017   22.106   0.019   21.770   0.017    1.83    575  N    1  Simbad
A     177  151.30902  -07.73288   22.586   0.012   21.523   0.013   22.550   0.017   21.973   0.020   21.676   0.021    3.17    729  N    1  Simbad
A     178  151.30843  -07.71193   22.922   0.038   21.532   0.043   21.507   0.214   20.648   0.203   20.773   0.252  999.99  9999.  N    0  Simbad
A     179  151.35564  -07.69220   22.507   0.009   21.536   0.009   22.570   0.013   21.959   0.016   21.738   0.015    1.60    895  N    1  Simbad
A     180  151.32868  -07.71541   22.880   0.013   21.537   0.011   22.940   0.023   22.178   0.024   21.859   0.024    1.79  9999.  N    0  Simbad
A     181  151.29751  -07.73353   22.793   0.018   21.554   0.020   22.598   0.072   21.900   0.075   21.622   0.063    1.69    628  N    1  Simbad
A     182  151.32166  -07.71287   22.520   0.015   21.560   0.024   22.426   0.031   21.789   0.032   21.632   0.039    2.17  9999.  N    0  Simbad
A     183  151.33063  -07.69948   22.500   0.010   21.564   0.014   22.598   0.026   22.068   0.032   21.858   0.030    1.41  9999.  N    0  Simbad
A     184  151.29880  -07.72934   22.942   0.034   21.573   0.038   22.451   0.508   21.683   0.512   21.497   0.441  999.99  9999.  N    0  Simbad
A     185  151.31556  -07.71829   22.518   0.021   21.576   0.036  999.999 999.999  999.999 999.999  999.999 999.999  999.99  9999.  N    0  Simbad
A     186  151.27910  -07.72974   23.149   0.014   21.577   0.010   23.159   0.023   22.293   0.023   21.920   0.022    1.92  9999.  N    0  Simbad
A     187  151.28606  -07.70248   22.660   0.010   21.579   0.011   23.037   0.018   22.280   0.021   21.892   0.017    0.89    433  N    1  Simbad
A     188  151.30679  -07.70488   22.522   0.011   21.584   0.015   22.599   0.019   22.038   0.024   21.841   0.028    2.37  9999.  N    0  Simbad
A     189  151.30562  -07.70904   22.989   0.019   21.586   0.018   23.185   0.032   22.328   0.032   21.990   0.032    2.32  9999.  N    0  Simbad
A     190  151.27933  -07.70138   23.009   0.012   21.592   0.009   23.092   0.018   22.282   0.020   21.937   0.017    2.75    662  N    1  Simbad
A     191  151.28924  -07.74508   22.980   0.014   21.613   0.013   22.973   0.021   22.174   0.023   21.829   0.023    2.80  9999.  N    0  Simbad
A     192  151.32455  -07.62621   22.516   0.008   21.628   0.008   22.528   0.012   22.044   0.016   21.797   0.015    4.78    618  Y    1  Simbad
A     193  151.31386  -07.72604   22.746   0.014   21.643   0.018   22.883   0.024   22.156   0.026   21.878   0.029    1.45    649  N    1  Simbad
A     194  151.32103  -07.71607   22.941   0.017   21.649   0.022   23.042   0.029   22.191   0.027   21.929   0.031    0.89  9999.  N    0  Simbad
A     195  151.34226  -07.64233   22.495   0.008   21.663   0.009   22.462   0.012   21.947   0.015   21.738   0.015    2.73  9999.  N    0  Simbad
A     196  151.32057  -07.66632   22.564   0.009   21.674   0.009   22.471   0.012   21.959   0.015   21.761   0.015    2.17  9999.  N    0  Simbad
A     197  151.33069  -07.70569   22.691   0.011   21.687   0.013   22.744   0.019   22.079   0.021   21.830   0.022    1.81  9999.  Y    0  Simbad
