151.3228 -7.6948 997.0 1.11
151.29 -7.7088 437.0 1.08
151.3383 -7.6936 1028.0 0.85
151.305 -7.697 895.0 0.99
151.3158 -7.7328 862.0 1.08
151.2744 -7.7311 893.0 1.02
151.3441 -7.7098 1192.0 0.97
151.2828 -7.7315 803.0 0.8
151.3183 -7.7058 959.0 1.1
151.2798 -7.7193 885.0 0.81
151.3262 -7.7162 407.0 0.77
151.2869 -7.7604 837.0 1.15
151.3381 -7.7147 980.0 0.8
151.3184 -7.7341 844.0 0.75
151.3134 -7.7335 841.0 0.99
151.3477 -7.6807 970.0 1.05
151.3035 -7.7129 1035.0 1.1
151.326 -7.7355 1123.0 1.05
151.2861 -7.7025 433.0 1.14
151.2625 -7.7322 904.0 0.72
151.2939 -7.6809 463.0 1.04
151.3546 -7.7157 1056.0 0.69
151.3254 -7.6669 1033.0 0.66
151.3293 -7.7393 925.0 0.77
151.2737 -7.6949 850.0 1.07
151.3114 -7.6494 881.0 1.07
151.2895 -7.6639 878.0 0.8
151.3295 -7.6411 512.0 0.72
151.4367 -7.7022 963.0 0.7
151.2621 -7.6741 424.0 0.92
151.3361 -7.6242 983.0 0.75
151.3376 -7.8111 482.0 1.01
