        -270.146           2.000           2.000           1.414         152.000           1.000 1          82.216          49.000           1.308         132.000
        -278.932           2.000           2.000           1.414         162.000           1.000 2         152.577          50.000           3.578         182.000
        -267.139           2.000           2.000           1.414         122.000           1.000 3         303.590          50.000          40.624         102.000
