#ID 	 RA 	 DEC 	 RV 	 RV_err 	 RAD 
NGC4486_S195 	187.669390	12.407280	1233	31	2.35
NGC4486_S196 	187.645530	12.405430	2089	30	3.64
NGC4486_S197 	187.649490	12.407380	 811	28	3.45
NGC4486_S198 	187.735120	12.408310	1496	19	2.00
NGC4486_S199 	187.728960	12.409170	1401	18	1.73
NGC4486_S200 	187.684550	12.409730	1560	20	1.68
NGC4486_S201 	187.667760	12.410140	1362	29	2.51
NGC4486_S202 	187.650910	12.410890	1731	32	3.44
NGC4486_S203 	187.733520	12.411210	1455	20	2.02
NGC4486_S204 	187.747050	12.411620	1090	33	2.71
NGC4486_S205 	187.313440	12.411310	1253	17	23.03
NGC4486_S206 	187.688030	12.412330	1421	18	1.65
NGC4486_S207 	187.723750	12.413080	1094	24	1.68
NGC4486_S208 	187.732770	12.414530	1139	24	2.11
NGC4486_S209 	187.717800	12.414380	1490	18	1.56
NGC4486_S210 	187.674890	12.414990	1842	29	2.32
NGC4486_S211 	187.715140	12.414540	1701	29	1.51
NGC4486_S212 	187.701340	12.415500	1202	30	1.49
NGC4486_S213 	187.700250	12.415820	1533	19	1.52
NGC4486_S214 	187.717100	12.415920	1664	21	1.63
NGC4486_S215 	187.762720	12.416610	1289	29	3.66
NGC4486_S216 	187.705540	12.417270	 913	18	1.57
NGC4486_S217 	187.718040	12.417360	1572	23	1.73
NGC4486_S218 	187.719710	12.417390	1164	32	1.77
NGC4486_S219 	187.698990	12.417410	 294	29	1.63
NGC4486_S220 	187.724490	12.417520	1940	28	1.92
NGC4486_S221 	187.752050	12.417370	1899	21	3.13
NGC4486_S222 	187.477690	12.418450	1371	17	13.48
NGC4486_S223 	187.731640	12.418770	1463	18	2.24
NGC4486_S224 	187.714000	12.419450	 690	22	1.76
NGC4486_S225 	187.718350	12.420040	1953	31	1.88
NGC4486_S226 	187.696080	12.421050	1195	28	1.89
NGC4486_S227 	187.659980	12.421220	1572	29	3.24
NGC4486_S228 	187.695730	12.421710	1576	30	1.93
NGC4486_S229 	187.571520	12.421450	2023	14	8.08
NGC4486_S230 	187.670800	12.422320	1450	29	2.78
NGC4486_S231 	187.723070	12.422550	1129	28	2.14
NGC4486_S232 	187.834930	12.422330	1244	10	7.79
NGC4486_S233 	187.679250	12.423650	1583	19	2.50
NGC4486_S234 	187.730970	12.424060	1641	29	2.46
NGC4486_S235 	187.654220	12.424130	1005	29	3.62
NGC4486_S236 	187.685640	12.425130	 844	18	2.36
NGC4486_S237 	187.703270	12.424900	1296	28	2.03
NGC4486_S238 	187.765030	12.425760	1862	28	4.04
NGC4486_S239 	187.706590	12.426180	1268	19	2.10
NGC4486_S240 	187.756720	12.427370	1615	30	3.69
NGC4486_S241 	187.490410	12.426990	1300	14	12.81
NGC4486_S242 	187.763390	12.428380	1118	30	4.04
NGC4486_S243 	187.519420	12.428040	1274	11	11.15
