  1    137.799716 +60.014624 1309.0 22.475 21.883
  2    137.846768 +60.040208 1014.0 20.772 20.336
  3    137.949797 +60.012023 1088.0 22.546 22.186
  4    137.867672 +59.982954 1189.0 23.029 22.778
  5    137.829517 +60.03306  1266.0 23.047 22.361
  6    137.847328 +60.066354 1260.0 22.273 21.825
  7    137.793094 +60.031419 1303.0 21.812 21.202
  8    137.698429 +60.049859 1379.0 22.519 22.05 
  9    137.988097 +60.043216 1371.0 22.132 21.463
  10   137.760775 +60.001069 1308.0 22.513 21.932
  11   137.912109 +59.98711  1566.0 22.048 21.694
  12   137.903214 +60.071148 1194.0 19.909 19.269
  13   138.019203 +60.103998 1607.0 23.086 22.791
  14   137.976241 +60.067069 1411.0 23.35  22.465
  15   137.96257  +60.048748 1542.0 21.381 20.813
  16   137.961582 +60.044188 1535.0 23.308 22.389
  17   137.95441  +60.062911 1138.0 23.446 22.919
  18   137.9544   +60.101469 1283.0 23.24  22.746
  19   137.78292  +60.02758  1198.0 22.044 21.557
  20   137.774552 +59.997801 1444.0 22.153 21.539
  21   137.920906 +60.026537 984.0  22.273 21.643
  22   137.877984 +60.024657 1228.0 22.996 22.545
  23   137.845147 +60.024817 1352.0 22.028 21.626
  24   137.830507 +60.028445 1282.0 22.967 22.169
  25   137.87269  +60.035393 1072.0 22.599 22.117
  26   138.030397 +59.96032  1486.0 21.428 20.892
  27   137.989398 +59.966563 1493.0 22.331 21.915
  28   137.955215 +60.025347 1300.0 21.495 21.059
  29   137.888544 +60.059867 1386.0 21.917 21.291
  30   137.797775 +60.092672 1335.0 22.137 21.493
  31   137.711284 +60.075844 1201.0 21.276 20.669
  32   137.908718 +60.014211 1729.0 22.476 21.975
  33   137.929695 +60.016261 1166.0 23.554 22.533
  34   137.899711 +60.018904 1005.0 21.76  21.029
  35   137.869161 +60.036559 1077.0 22.418 22.089
  36   137.848195 +60.039838 1363.0 22.993 22.609
  37   137.846832 +60.050339 1392.0 23.137 22.783
  38   137.971573 +60.059211 1296.0 21.592 20.941
  39   137.94689  +60.052176 1534.0 22.454 21.825
  40   137.776185 +60.045541 1324.0 22.389 21.832
  41   137.754421 +60.040519 1189.0 23.277 22.631
  42   137.600796 +60.031093 1386.0 22.052 21.533
  43   137.86536  +60.022791 1145.0 23.043 22.275
  44   137.861788 +60.042644 1494.0 22.474 22.152
  45   137.914928 +60.049559 1581.0 22.414 21.842
  46   137.916077 +60.049566 1534.0 22.272 21.653
  47   137.907468 +60.049524 1366.0 22.529 21.997
  48   137.857825 +60.054655 1407.0 22.844 22.562
  49   137.876524 +60.044881 1404.0 22.729 23.17 
  50   137.90589  +60.025793 1347.0 22.224 21.538
  51   137.830289 +60.051231 1428.0 22.846 22.303
  52   137.852392 +59.999    1477.0 23.131 22.437
  53   138.043997 +60.027718 1444.0 22.813 22.444
  54   138.01126  +59.992037 1469.0 23.16  22.429
  55   137.998951 +60.017893 1356.0 23.746 23.231
  56   137.991348 +60.031798 1330.0 22.37  21.995
  57   137.985212 +60.046889 1419.0 22.788 22.048
  58   137.972327 +60.036149 1191.0 23.304 22.495
  59   137.961346 +60.03549  1456.0 23.291 22.65 
  60   137.955611 +60.027491 1231.0 23.028 22.556
  61   137.95224  +60.034799 1432.0 22.852 22.169
  62   137.943758 +60.031238 1611.0 21.815 21.193
  63   137.937009 +60.038727 1457.0 22.148 21.537
  64   137.82111  +60.054136 1067.0 22.916 22.265
  65   137.809624 +60.038581 1153.0 23.117 22.174
  66   137.796915 +60.033663 1328.0 23.146 22.549
  67   137.757566 +60.01073  1370.0 22.836 22.48 
  68   137.752815 +60.029596 1493.0 23.245 22.56 
  69   137.784929 +60.048725 1185.0 21.408 21.005
  70   137.8832   +60.027401 1521.0 22.708 22.066
  71   137.868627 +60.047627 1095.0 22.164 21.693
  72   137.911255 +60.04928  1414.0 22.046 21.264
  73   137.885949 +60.053191 1020.0 21.822 21.32 
  74   137.888658 +60.021732 1184.0 22.232 21.877
  75   137.876428 +60.019745 1505.0 21.358 20.764
  76   137.870165 +60.032833 1211.0 23.336 22.637
  77   137.951551 +60.056144 1035.0 22.252 21.902
  78   137.945759 +60.058894 1214.0 22.832 22.133
  79   137.926632 +60.167281 1334.0 22.669 22.124
  80   137.922279 +59.999791 1353.0 22.471 21.688
  81   137.868186 +59.991617 1387.0 22.684 22.119
  82   137.855634 +59.971655 1281.0 22.703 22.227
  83   137.853143 +59.993789 1393.0 22.557 22.256
  84   137.84595  +59.996357 1072.0 22.403 21.777
  85   137.897871 +60.041278 1254.0 22.662 22.056
  86   137.893408 +60.041106 1391.0 21.806 20.69 
  87   137.90715  +60.044614 1151.0 22.836 22.41 
  88   137.92385  +60.030561 1654.0 22.656 21.99 
  89   137.902313 +60.0304   1127.0 22.043 21.477
  90   137.913842 +60.032808 1420.0 22.339 21.383
  91   137.887163 +60.038489 1334.0 22.525 21.589
  92   137.910838 +60.030972 1280.0 22.019 21.513
  93   137.886671 +60.030369 1200.0 23.056 21.89 
  94   137.89425  +60.032056 1253.0 23.817 23.311
  95   137.896667 +60.038014 1253.0 20.949 20.083
  96   137.911892 +60.035408 1373.0 21.922 21.306
  97   137.921233 +60.032817 1741.0 22.673 21.807
  98   137.892975 +60.031814 1250.0 21.64  20.724
  99   137.879367 +60.041983 1214.0 22.876 21.76 
  100  137.903133 +60.027281 1510.0 23.078 22.032
  101  137.914433 +60.029758 1313.0 21.472 20.866
  102  137.904421 +60.031297 1588.0 22.753 21.967
  103  137.919342 +60.035922 1254.0 22.582 21.866
  104  137.896617 +60.038    1446.0 20.949 20.083
  105  137.901096 +60.042575 1507.0 22.358 21.472
  106  137.838831 +60.000606 1442.0 23.185 22.855
