        -191.303           2.000           2.000           1.414         122.000           1.000 1          69.500          30.000           1.052         152.000
        -197.242           2.000           2.000           1.414         142.000           1.000 2         110.740          30.000           1.451         172.000
        -195.418           2.000           2.000           1.414         142.000           1.000 3         166.656          30.000           4.107         112.000
        -197.795           2.000           2.000           1.414         132.000           1.000 4         252.268          30.000          26.505         122.000
