 137.9913  60.0318   153.95     9.48  1330.00     0.41     0.90     0.38     0.00     2.00    56.00    -5.75     0.00
 137.9723  60.0361   118.80    -3.91  1191.00     0.35     1.00     0.81     5.00     2.00    58.00    -7.27     0.00
 137.9613  60.0355    99.26    -0.26  1456.00     0.33     0.36     0.64     0.00     2.00    59.00    -5.00     0.00
 137.9556  60.0275    90.85    29.15  1231.00     0.53     0.96     0.47     0.00     2.00    60.00    -6.22     0.00
 137.8686  60.0476   -69.95   -32.95  1095.00     0.59     0.30     0.47     0.00     2.00    71.00    -5.86     0.00
 137.8859  60.0532   -40.18   -54.98  1020.00     0.83     0.69     0.50     5.00     2.00    73.00    -7.99     0.00
 137.8887  60.0217   -27.92    57.71  1184.00     0.86     0.82     0.36     0.00     2.00    74.00    -5.61     0.00
 137.8764  60.0197   -49.39    66.29  1505.00     0.90     0.95     0.59     0.00     2.00    75.00    -5.78     0.00
 137.9498  60.0120    84.06    85.40  1088.00     0.96     1.00     0.36     5.00     3.00     3.00    -9.11     0.00
 137.7931  60.0314  -201.65    34.15  1303.00     0.65     1.00     0.61     0.00     3.00     7.00    -5.10     0.00
 137.9881  60.0432   145.43   -31.16  1371.00     0.54     1.00     0.67     0.00     3.00     9.00    -5.42     0.00
 137.8451  60.0248  -106.71    51.75  1352.00     0.76     0.99     0.40     0.00     3.00    23.00    -5.05     0.00
 137.8305  60.0284  -133.83    40.44  1282.00     0.64     0.95     0.80     0.00     3.00    24.00    -5.01     0.00
 137.8885  60.0599   -37.10   -79.26  1386.00     0.94     0.96     0.63     0.00     3.00    29.00    -4.76     0.00
 137.9087  60.0142     9.85    82.37  1729.00     0.96     1.00     0.50     5.00     3.00    32.00   -11.41     0.00
 137.9297  60.0163    47.00    72.54  1166.00     0.93     1.00     1.02     5.00     3.00    33.00    -6.90     0.00
 137.8303  60.0512  -139.58   -41.39  1428.00     0.64     1.00     0.54     0.00     3.00    51.00    -6.15     0.00
 137.9990  60.0179   170.87    58.54  1356.00     0.83     1.00     0.51     0.00     3.00    55.00    -5.03     0.00
 137.9852  60.0469   139.39   -44.01  1419.00     0.67     0.96     0.74     0.00     3.00    57.00    -4.97     0.00
